concept	facet	property	facet_property	cluster_label
alsace wine	pairing	poultry	pairing: poultry	113
semillon	pairing	poultry	pairing: poultry	113
fowl	breeds	chicken	breeds: chicken	113
fowl	species	chicken	species: chicken	113
chardonnay	pairing with food	poultry	pairing with food: poultry	113
fish course	preparation method	poached	preparation method: poached	113
meursault	food pairing	poultry	food pairing: poultry	113
beaujolais	pairing	poultry	pairing: poultry	113
sauvignon blanc	pairing	poultry	pairing: poultry	113
pinot noir	pairing	with poultry	pairing: with poultry	113
dry riesling	pairing	poultry	pairing: poultry	113
white bordeaux	pairing	poultry	pairing: poultry	113
meursault	pairing	poultry	pairing: poultry	113
gamay	pairing	poultry	pairing: poultry	113
chardonnay	pairing	poultry	pairing: poultry	113
pinot noir	pairing	poultry	pairing: poultry	113
white burgundy	pairing	poultry	pairing: poultry	113
fowl	category	poultry	category: poultry	113
red meat	common dishes	steak	common dishes: steak	114
beaujolais	pairing	grilled meats	pairing: grilled meats	114
pasta	served with	meatballs	served with: meatballs	114
red meat	used for	steak	used for: steak	114
red meat	common dishes	burgers	common dishes: burgers	114
red meat	used for	burgers	used for: burgers	114
fish course	preparation	grilled	preparation: grilled	114
american wine	pairing	with steak	pairing: with steak	114
red meat	used for	making burgers	used for: making burgers	114
fish course	preparation method	grilled	preparation method: grilled	114
red meat	common dishes	burger	common dishes: burger	114
texas wine	pairing options	grilled meats	pairing options: grilled meats	114
red meat	common dishes	sausages	common dishes: sausages	114
beaujolais	food pairing	grilled meats	food pairing: grilled meats	114
red meat	dishes	bbq	dishes: bbq	114
red meat	used for	burger	used for: burger	114
meal course	formal or informal	informal	formal or informal: informal	115
meal course	formal or informal	formal	formal or informal: formal	115
meal course	level of formality	formal	level of formality: formal	115
meal course	formality	informal	formality: informal	115
meal course	formality	formal	formality: formal	115
tours	format	private	format: private	116
tours	format	online	format: online	116
medoc	form	tablet	form: tablet	116
tours	provider	online platform	provider: online platform	116
tours	format	plane	format: plane	117
tours	format	airplane	format: airplane	117
tours	format	cycling	format: cycling	117
fruit course	frequency	occasional	frequency: occasional	118
port	operations	24/7	operations: 24/7	118
consumable thing	frequency	daily	frequency: daily	118
fruit course	frequency	daily	frequency: daily	118
consumable thing	frequency	occasional	frequency: occasional	118
meal	frequency	occasional	frequency: occasional	118
meal	frequency	daily	frequency: daily	118
loire	use	drinking water	use: drinking water	119
loire	used for	drinking water	used for: drinking water	119
potable liquid	purpose	quenching thirst	purpose: quenching thirst	119
potable liquid	function	quenching thirst	function: quenching thirst	119
consumable thing	used for	quenching thirst	used for: quenching thirst	119
potable liquid	used for	hydration	used for: hydration	119
tours	features	transportation	features: transportation	120
port	purpose	transportation	purpose: transportation	120
port	used for	transportation	used for: transportation	120
port	function	transportation	function: transportation	120
port	function	import	function: import	121
port	function	importing	function: importing	121
port	function	receiving	function: receiving	122
port	function	transshipment	function: transshipment	122
port	function	cargo	function: cargo	122
port	function	shipping	function: shipping	122
port	used for	shipping	used for: shipping	122
port	operations	distribution	operations: distribution	122
tours	type	package	type: package	122
port	type	shipping	type: shipping	122
loire	used for	shipping	used for: shipping	122
port	activities	shipping	activities: shipping	122
sancerre	grapes	semillon	grapes: semillon	123
pinot blanc	grape	pinot blanc grape	grape: pinot blanc grape	123
italian wine	grape variety	pinot grigio	grape variety: pinot grigio	123
wine descriptor	wine grape	merlot	wine grape: merlot	123
pauillac	wine grape	merlot	wine grape: merlot	123
st emilion	grape varieties	cabernet sauvignon	grape varieties: cabernet sauvignon	123
german wine	grapes	pinot noir	grapes: pinot noir	123
california wine	grapes	pinot noir	grapes: pinot noir	123
italian wine	grapes	pinot grigio	grapes: pinot grigio	123
american wine	grapes	pinot noir	grapes: pinot noir	123
american wine	grape variety	cabernet sauvignon	grape variety: cabernet sauvignon	123
german wine	grape variety	pinot noir	grape variety: pinot noir	123
french wine	grape variety	pinot noir	grape variety: pinot noir	123
california wine	grape variety	pinot noir	grape variety: pinot noir	123
california wine	grape variety	merlot	grape variety: merlot	123
american wine	grape variety	merlot	grape variety: merlot	123
muscadet	grapes	melon de bougès	grapes: melon de bougès	123
chianti	grapes	trebbiano	grapes: trebbiano	123
dry red wine	grapes	cabernet sauvignon	grapes: cabernet sauvignon	123
margaux	grapes	cabernet sauvignon	grapes: cabernet sauvignon	123
german wine	grape variety	riesling	grape variety: riesling	123
dry riesling	grape variety	riesling	grape variety: riesling	123
zinfandel	grape variety	zinfandel grape	grape variety: zinfandel grape	123
gamay	vineyard	côte d'or	vineyard: côte d'or	123
french wine	grapes	pinot noir	grapes: pinot noir	123
california wine	grape variety	cabernet sauvignon	grape variety: cabernet sauvignon	123
texas wine	grapes	chenin blanc	grapes: chenin blanc	123
sancerre	grapes	chenin blanc	grapes: chenin blanc	123
chenin blanc	grapes	chenin blanc grapes	grapes: chenin blanc grapes	123
petite syrah	grapes used	shiraz	grapes used: shiraz	123
american wine	grapes used	merlot	grapes used: merlot	123
red bordeaux	grapes used	merlot	grapes used: merlot	123
french wine	grape variety	merlot	grape variety: merlot	123
cabernet sauvignon	grapes	cabernet sauvignon	grapes: cabernet sauvignon	123
gamay	grapes	gamay grapes	grapes: gamay grapes	123
alsace wine	grapes	sylvaner	grapes: sylvaner	123
zinfandel	grapes	red grapes	grapes: red grapes	123
zinfandel	grapes	zinfandel grapes	grapes: zinfandel grapes	123
gamay	grapes	gamay grape	grapes: gamay grape	123
american wine	grapes used	pinot noir	grapes used: pinot noir	123
french wine	grape variety	cabernet sauvignon	grape variety: cabernet sauvignon	123
french wine	grapes used	pinot noir	grapes used: pinot noir	123
texas wine	grapes	tempranillo	grapes: tempranillo	123
dry red wine	grapes	syrah	grapes: syrah	123
german wine	grapes	müller-thurgau	grapes: müller-thurgau	123
semillon	grapes	semillon grapes	grapes: semillon grapes	123
italian wine	grapes	barbaresco	grapes: barbaresco	123
sauterne	grapes	sauternes grapes	grapes: sauternes grapes	123
pauillac	grapes	cabernet franc	grapes: cabernet franc	123
margaux	grapes	cabernet franc	grapes: cabernet franc	123
sweet riesling	grapes	riesling grapes	grapes: riesling grapes	123
white burgundy	grapes	chardonnay grapes	grapes: chardonnay grapes	123
texas wine	grapes	grenache	grapes: grenache	123
german wine	grapes	muller-thurgau	grapes: muller-thurgau	123
alsace wine	grapes	pinot gris	grapes: pinot gris	123
alsatian wine	grapes	pinot gris	grapes: pinot gris	123
california wine	grapes used	pinot noir	grapes used: pinot noir	123
italian wine	grapes	moscato	grapes: moscato	123
white wine	grapes	chardonnay	grapes: chardonnay	123
german wine	grapes	gewürztraminer	grapes: gewürztraminer	123
alsace wine	grapes	gewürztraminer	grapes: gewürztraminer	123
alsatian wine	grapes	gewürztraminer	grapes: gewürztraminer	123
cabernet sauvignon	grapes	vitis vinifera	grapes: vitis vinifera	123
american wine	grapes used	zinfandel	grapes used: zinfandel	123
pinot noir	grapes	thin-skinned grapes	grapes: thin-skinned grapes	123
riesling	grapes	riesling grapes	grapes: riesling grapes	123
meursault	grapes	chardonnay	grapes: chardonnay	123
american wine	grapes	chardonnay	grapes: chardonnay	123
white table wine	grapes	chardonnay	grapes: chardonnay	123
french wine	grapes	chardonnay	grapes: chardonnay	123
california wine	grapes	chardonnay	grapes: chardonnay	123
texas wine	grapes	chardonnay	grapes: chardonnay	123
texas wine	grapes	moscato	grapes: moscato	123
white burgundy	grapes	chardonnay	grapes: chardonnay	123
white bordeaux	grapes used	sémillon	grapes used: sémillon	123
italian wine	grapes	chardonnay	grapes: chardonnay	123
beaujolais	grapes	gamay	grapes: gamay	123
american wine	grapes	merlot	grapes: merlot	123
medoc	grapes	merlot	grapes: merlot	123
pauillac	grapes	merlot	grapes: merlot	123
french wine	grapes	merlot	grapes: merlot	123
texas wine	grapes	merlot	grapes: merlot	123
margaux	grapes	merlot	grapes: merlot	123
french wine	grapes used	merlot	grapes used: merlot	123
sancerre	grapes	sauvignon blanc	grapes: sauvignon blanc	123
white table wine	grapes	sauvignon blanc	grapes: sauvignon blanc	123
sauterne	grapes	sauvignon blanc	grapes: sauvignon blanc	123
white bordeaux	grapes	sauvignon blanc	grapes: sauvignon blanc	123
sancerre	grapes used	sémillon	grapes used: sémillon	123
white bordeaux	grapes used	muscadelle	grapes used: muscadelle	123
petite syrah	grapes used	syrah	grapes used: syrah	123
dry red wine	grapes used	syrah	grapes used: syrah	123
chianti	grapes	canaiolo	grapes: canaiolo	123
italian wine	grapes	chianti	grapes: chianti	123
california wine	grapes	zinfandel	grapes: zinfandel	123
italian wine	grapes	prosecco	grapes: prosecco	123
gamay	vineyard	chablis	vineyard: chablis	123
red bordeaux	grapes used	cabernet sauvignon	grapes used: cabernet sauvignon	123
texas wine	grapes	cabernet sauvignon	grapes: cabernet sauvignon	123
italian wine	grape variety	chianti	grape variety: chianti	123
french wine	grapes used	cabernet sauvignon	grapes used: cabernet sauvignon	123
texas wine	grapes used	cabernet sauvignon	grapes used: cabernet sauvignon	123
american wine	grapes used	cabernet sauvignon	grapes used: cabernet sauvignon	123
wine descriptor	wine grape	chardonnay	wine grape: chardonnay	123
red bordeaux	grapes used	cabernet franc	grapes used: cabernet franc	123
german wine	grapes	pinot grigio	grapes: pinot grigio	123
pauillac	wine grape	cabernet sauvignon	wine grape: cabernet sauvignon	123
american wine	grapes used	chardonnay	grapes used: chardonnay	123
texas wine	grapes used	muscadine	grapes used: muscadine	123
dry red wine	grapes used	malbec	grapes used: malbec	123
italian wine	grapes	sangiovese	grapes: sangiovese	123
chianti	grapes	sangiovese	grapes: sangiovese	123
riesling	grapes used	white wine grapes	grapes used: white wine grapes	123
california wine	grapes used	cabernet sauvignon	grapes used: cabernet sauvignon	123
california wine	grapes used	chardonnay	grapes used: chardonnay	123
texas wine	grapes used	chardonnay	grapes used: chardonnay	123
french wine	grapes used	chardonnay	grapes used: chardonnay	123
riesling	grapes used	riesling grapes	grapes used: riesling grapes	123
white bordeaux	grapes used	sauvignon blanc	grapes used: sauvignon blanc	123
sancerre	grapes used	sauvignon blanc	grapes used: sauvignon blanc	123
dry red wine	grapes used	merlot	grapes used: merlot	123
pinot noir	grapes	pinot noir grapes	grapes: pinot noir grapes	123
white wine	grapes	sauvignon	grapes: sauvignon	123
alsatian wine	grapes	riesling	grapes: riesling	123
white wine	grapes	riesling	grapes: riesling	123
sauterne	grapes	sémillon	grapes: sémillon	123
alsace wine	grapes	gewurztraminer	grapes: gewurztraminer	123
texas wine	grapes	muscadine	grapes: muscadine	123
muscadet	grapes	muscadet grapes	grapes: muscadet grapes	123
sauterne	grapes	muscat	grapes: muscat	123
white table wine	grapes	sauvignon	grapes: sauvignon	123
dry red wine	grapes	merlot	grapes: merlot	123
white bordeaux	grapes	sémillon	grapes: sémillon	123
medoc	grapes	cabernet franc	grapes: cabernet franc	123
cabernet sauvignon	grapes	cabernet sauvignon grapes	grapes: cabernet sauvignon grapes	123
italian wine	grapes	barolo	grapes: barolo	123
alsace wine	grapes	riesling	grapes: riesling	123
white table wine	grapes	riesling	grapes: riesling	123
zinfandel	grape	zinfandel grape	grape: zinfandel grape	123
st emilion	winemaking	grapes	winemaking: grapes	123
wine descriptor	wine grape	pinot noir	wine grape: pinot noir	123
st emilion	grape varieties	merlot	grape varieties: merlot	123
wine descriptor	wine grape	sauvignon blanc	wine grape: sauvignon blanc	123
pauillac	wine grape	cabernet franc	wine grape: cabernet franc	123
wine descriptor	wine grape	cabernet sauvignon	wine grape: cabernet sauvignon	123
german wine	grapes	riesling	grapes: riesling	123
dry red wine	grapes used	cabernet sauvignon	grapes used: cabernet sauvignon	123
st emilion	grape varieties	cabernet franc	grape varieties: cabernet franc	123
american wine	grapes	cabernet sauvignon	grapes: cabernet sauvignon	123
medoc	grapes	cabernet sauvignon	grapes: cabernet sauvignon	123
pauillac	grapes	cabernet sauvignon	grapes: cabernet sauvignon	123
french wine	grapes	cabernet sauvignon	grapes: cabernet sauvignon	123
california wine	grapes	cabernet sauvignon	grapes: cabernet sauvignon	123
wine grape	growing conditions	sufficient water	growing conditions: sufficient water	124
sweet fruit	growing conditions	sunlight	growing conditions: sunlight	124
sweet fruit	origin	temperate	origin: temperate	124
sweet fruit	growing conditions	well-watered	growing conditions: well-watered	124
sweet fruit	growing conditions	sunny	growing conditions: sunny	124
sweet fruit	growing conditions	warm	growing conditions: warm	124
sweet fruit	growing conditions	warm weather	growing conditions: warm weather	124
wine grape	growing conditions	warm climate	growing conditions: warm climate	124
sweet fruit	growing conditions	temperate	growing conditions: temperate	124
wine grape	growing conditions	full sun	growing conditions: full sun	124
wine grape	cultivation	climate	cultivation: climate	124
sweet fruit	season	summer	season: summer	124
wine grape	growing conditions	warm weather	growing conditions: warm weather	124
sweet fruit	growing conditions	tropical climate	growing conditions: tropical climate	125
sweet fruit	growing conditions	subtropical	growing conditions: subtropical	125
sweet fruit	season	tropical	season: tropical	125
sweet fruit	growing conditions	tropical	growing conditions: tropical	125
sweet fruit	origin	subtropical	origin: subtropical	125
sweet fruit	origin	tropical	origin: tropical	125
tours	guiding	professional	guiding: professional	126
tours	guiding style	professional	guiding style: professional	126
tours	guiding style	expert	guiding style: expert	126
tours	guiding style	enthusiastic	guiding style: enthusiastic	126
tours	guiding style	knowledgeable	guiding style: knowledgeable	126
tours	guiding style	informal	guiding style: informal	126
tours	guiding	self-guided	guiding: self-guided	126
tours	guiding	audio	guiding: audio	126
fowl	habitat	farm	habitat: farm	127
fowl	habitat	yard	habitat: yard	127
tours	type	outdoor	type: outdoor	127
fowl	habitat	backyard	habitat: backyard	127
fowl	habitat	wild	habitat: wild	127
fowl	habitat	forest	habitat: forest	127
medoc	brand name	augmentin	brand name: augmentin	128
red wine	effects	antioxidant	effects: antioxidant	128
red wine	health benefits	anti-inflammatory	health benefits: anti-inflammatory	128
red wine	health benefits	antioxidant	health benefits: antioxidant	128
red wine	effects	may improve heart health	effects: may improve heart health	128
medoc	brand name	tylenol	brand name: tylenol	128
red wine	effects	antioxidant-rich	effects: antioxidant-rich	128
st-émilion	history	monastic history	history: monastic history	129
st emilion	history	medieval	history: medieval	129
st-émilion	history	medieval	history: medieval	129
st emilion	history	12th century	history: 12th century	129
st-émilion	history	unesco world heritage	history: unesco world heritage	129
tours	type	historical	type: historical	129
loire	history	influenced by napoleon	history: influenced by napoleon	129
st. émilion	history	middle ages	history: middle ages	129
st émilion	history	part of the hundred years' war	history: part of the hundred years' war	129
loire	history	important for french history	history: important for french history	129
st émilion	history	medieval history	history: medieval history	129
st-émilion	history	medieval history	history: medieval history	129
burgundy	color	red	color: red	130
red table wine	color	deep red	color: deep red	130
medoc	color	deep red	color: deep red	130
beaujolais	color	deep red	color: deep red	130
merlot	color	deep red	color: deep red	130
red burgundy	color	deep red	color: deep red	130
burgundy	color	deep red	color: deep red	130
zinfandel	color	deep red	color: deep red	130
red wine	color	deep red	color: deep red	130
merlot	color	dark red	color: dark red	130
wine color	hue	light red	hue: light red	130
rose wine	color	red	color: red	130
wine color	description	deep crimson	description: deep crimson	130
dry red wine	color	red	color: red	130
sweet fruit	color	red	color: red	130
full bodied wine	color	red	color: red	130
wine grape	color	red	color: red	130
italian wine	type	red	type: red	130
table wine	color	red	color: red	130
wine color	shade	light red	shade: light red	130
wine color	shade	deep red	shade: deep red	130
wine color	description	crimson	description: crimson	130
gamay	color	red	color: red	130
wine color	shade	red	shade: red	130
california wine	type	red	type: red	130
meritage	type	red	type: red	130
red bordeaux	color	deep red	color: deep red	130
full bodied wine	color	dark red	color: dark red	130
red wine	color	dark red	color: dark red	130
petite syrah	color	dark red	color: dark red	130
red burgundy	color	dark red	color: dark red	130
full bodied wine	color	deep red	color: deep red	130
gamay	color	deep red	color: deep red	130
petite syrah	color	deep red	color: deep red	130
red burgundy	color	red	color: red	130
wine color	sub-colors	crimson	sub-colors: crimson	130
wine color	categories	red	categories: red	130
wine taste	style	red	style: red	130
beaujolais	color	vibrant red	color: vibrant red	130
pinot noir	color	deep red	color: deep red	130
bordeaux	color	deep red	color: deep red	130
cabernet sauvignon	color	deep red	color: deep red	130
chianti	color	deep red	color: deep red	130
cabernet franc	color	deep red	color: deep red	130
dry red wine	color	deep red	color: deep red	130
gamay	characteristics	crimson color	characteristics: crimson color	130
wine descriptor	color	red	color: red	130
dessert wine	color	red	color: red	130
chianti	color	red	color: red	130
wine color	category	red	category: red	130
italian wine	color	red	color: red	130
wine color	hue	red	hue: red	130
wine flavor	origin	red	origin: red	130
red burgundy	color	dark crimson	color: dark crimson	130
red table wine	color	red	color: red	130
wine color	main colors	red	main colors: red	130
wine color	type	red	type: red	130
texas wine	type	red	type: red	130
wine grape	type	red	type: red	130
german wine	type	red	type: red	130
american wine	type	red	type: red	130
table wine	type	red	type: red	130
dry wine	type	red	type: red	130
american wine	color	red	color: red	130
pinot noir	color	red	color: red	130
medoc	color	red	color: red	130
french wine	type	red	type: red	130
wine color	hue	bright red	hue: bright red	130
burgundy	color	rich red	color: rich red	130
wine color	hue	deep red	hue: deep red	130
sweet fruit	color	orange	color: orange	130
alsace wine	label	red	label: red	130
dry red wine	color	dark red	color: dark red	130
burgundy	color	dark red	color: dark red	130
chianti	color	dark red	color: dark red	130
red bordeaux	color	dark red	color: dark red	130
red wine	color	red	color: red	130
bordeaux	color	red	color: red	130
beaujolais	color	red	color: red	130
wine color	shade	pink	shade: pink	131
wine color	description	pink	description: pink	131
alsace wine	color	pink	color: pink	131
rose wine	color	rosy	color: rosy	131
beaujolais	color	pink	color: pink	131
table wine	color	pink	color: pink	131
rose wine	color	pink	color: pink	131
gamay	color	pink	color: pink	131
sweet fruit	type	peach	type: peach	131
beaujolais	color	pinkish	color: pinkish	131
wine color	hue	light pink	hue: light pink	131
wine color	hue	pink	hue: pink	131
pinot blanc	color	golden	color: golden	132
wine color	shade	golden brown	shade: golden brown	132
wine color	description	pale gold	description: pale gold	132
pinot blanc	color	pale gold	color: pale gold	132
wine color	hue	golden	hue: golden	132
wine color	shade	golden	shade: golden	132
sweet wine	color	golden	color: golden	132
wine descriptor	color	golden	color: golden	132
muscadet	color	golden	color: golden	132
dessert wine	color	golden	color: golden	132
white burgundy	color	golden	color: golden	132
sweet riesling	color	golden	color: golden	132
chardonnay	color	golden	color: golden	132
ice wine	color	golden	color: golden	132
white wine	color	golden	color: golden	132
wine color	sub-colors	golden	sub-colors: golden	132
white table wine	color	golden	color: golden	132
sauterne	color	golden	color: golden	132
sauterne	color	amber	color: amber	133
sweet wine	color	amber	color: amber	133
dessert wine	color	amber	color: amber	133
wine color	sub-colors	oak-kissed	sub-colors: oak-kissed	133
wine color	shade	amber	shade: amber	133
wine color	hue	amber	hue: amber	133
ice wine	color	amber	color: amber	133
meal	importance	optional	importance: optional	134
potable liquid	importance	essential for life	importance: essential for life	134
tours	purpose	practical	purpose: practical	134
meal	importance	necessary	importance: necessary	134
meal course	importance	special	importance: special	134
late harvest	industry	beer brewing	industry: beer brewing	135
late harvest	related concepts	beer brewing	related concepts: beer brewing	135
late harvest	industry	beer	industry: beer	135
late harvest	industry	brewing	industry: brewing	135
late harvest	purpose	beer brewing	purpose: beer brewing	135
cabernet franc	cultivation	grape growing	cultivation: grape growing	136
st. émilion	history	wine production since 12th century	history: wine production since 12th century	136
cabernet franc	wine industry	popular among wine enthusiasts	wine industry: popular among wine enthusiasts	136
late harvest	example	wine production	example: wine production	136
st-émilion	wine	wine production	wine: wine production	136
wine grape	cultivation	wine production	cultivation: wine production	136
cabernet franc	cultivation	wine production	cultivation: wine production	136
pinot noir	production	high-quality winemaking	production: high-quality winemaking	136
pinot noir	production	winery	production: winery	136
late harvest	industry	winemaking	industry: winemaking	136
late harvest	related concepts	wine production	related concepts: wine production	136
late harvest	industry	wine production	industry: wine production	136
pinot noir	production	vineyard	production: vineyard	136
late harvest	industry	wine	industry: wine	136
st émilion	history	wine trade	history: wine trade	136
burgundy	related to	oenology	related to: oenology	136
sauvignon blanc	production	vineyard	production: vineyard	136
burgundy	industry	wine industry	industry: wine industry	136
port	infrastructure	roads	infrastructure: roads	137
port	infrastructure	rails	infrastructure: rails	137
port	infrastructure	equipment	infrastructure: equipment	137
loire	features	canals	features: canals	137
port	features	canals	features: canals	137
loire	features	canalized	features: canalized	137
port	infrastructure	waterways	infrastructure: waterways	137
port	type	man-made	type: man-made	137
port	type	waterway	type: waterway	137
loire	features	bridges	features: bridges	137
wine grape	used for	table grapes	used for: table grapes	138
white bordeaux	ingredients	yeast	ingredients: yeast	138
wine color	relation to grape	derived from grape juice	relation to grape: derived from grape juice	138
red table wine	ingredients	yeast	ingredients: yeast	138
table wine	ingredients	yeast	ingredients: yeast	138
rose wine	ingredients	yeast	ingredients: yeast	138
white table wine	ingredients	yeast	ingredients: yeast	138
sweet wine	ingredients	yeast	ingredients: yeast	138
pinot blanc	ingredients	yeast	ingredients: yeast	138
chianti	made from	other grapes	made from: other grapes	138
fruit course	common fruits used	grapes	common fruits used: grapes	138
late harvest	crop	grapes	crop: grapes	138
merlot	made from	grapes	made from: grapes	138
red wine	ingredients	yeast	ingredients: yeast	138
white wine	ingredients	yeast	ingredients: yeast	138
dry white wine	ingredients	yeast	ingredients: yeast	138
white wine	made from	grapes	made from: grapes	138
bordeaux	made from	grapes	made from: grapes	138
wine grape	species	vitis vinifera	species: vitis vinifera	138
wine color	dependent on	grapes	dependent on: grapes	138
red table wine	made from	grapes	made from: grapes	138
dry red wine	made from	grapes	made from: grapes	138
fruit course	typical fruits	grapes	typical fruits: grapes	138
dessert wine	ingredients	grapes	ingredients: grapes	138
fruit course	popular fruit combinations	grapes and cheese	popular fruit combinations: grapes and cheese	138
american wine	material	grapes	material: grapes	138
white table wine	ingredients	grapes	ingredients: grapes	138
red wine	ingredients	grapes	ingredients: grapes	138
italian wine	ingredients	grapes	ingredients: grapes	138
rose wine	made from	red grapes	made from: red grapes	138
wine color	origin	grapes	origin: grapes	138
italian wine	ingredients	yeast	ingredients: yeast	138
white burgundy	ingredients	grapes	ingredients: grapes	138
dry white wine	ingredients	grapes	ingredients: grapes	138
sweet riesling	ingredients	grapes	ingredients: grapes	138
pinot blanc	ingredients	grapes	ingredients: grapes	138
red table wine	ingredients	grapes	ingredients: grapes	138
sweet wine	ingredients	grapes	ingredients: grapes	138
rose wine	ingredients	grapes	ingredients: grapes	138
wine color	related to	grapes	related to: grapes	138
red wine	components	grapes	components: grapes	138
pinot noir	production	grapes	production: grapes	138
sauvignon blanc	production	grapes	production: grapes	138
fruit course	common fruits	grapes	common fruits: grapes	138
white wine	ingredients	grapes	ingredients: grapes	138
chianti	ingredients	grapes	ingredients: grapes	138
white bordeaux	ingredients	grapes	ingredients: grapes	138
chianti	ingredients	sangiovese grapes	ingredients: sangiovese grapes	138
dry red wine	ingredients	grapes	ingredients: grapes	138
table wine	ingredients	grapes	ingredients: grapes	138
sweet wine	produced from	grapes	produced from: grapes	138
late harvest	crops	grapes	crops: grapes	138
meal	ingredients	ingredients list	ingredients: ingredients list	139
red wine	ingredients	aging process	ingredients: aging process	139
chianti	ingredients	aging process	ingredients: aging process	139
consumable thing	ingredients	natural	ingredients: natural	139
edible thing	category	ingredient	category: ingredient	139
meal	contents	ingredients	contents: ingredients	139
consumable thing	ingredients	processed	ingredients: processed	139
fruit course	components	yogurt	components: yogurt	139
consumable thing	common use	as an ingredient	common use: as an ingredient	139
consumable thing	category	supplement	category: supplement	139
meal	ingredients	food	ingredients: food	139
meal	ingredients	recipe	ingredients: recipe	139
meal	components	food	components: food	139
fruit course	components	fresh fruits	components: fresh fruits	140
fruit course	composition	fresh fruit	composition: fresh fruit	140
fruit course	composition	various fruits	composition: various fruits	140
dessert wine	pairing options	fruit	pairing options: fruit	140
dessert course	common components	fruit	common components: fruit	140
dessert	ingredients	fruits	ingredients: fruits	140
sweet wine	pairs well with	fruit	pairs well with: fruit	140
dessert course	common ingredients	fruit	common ingredients: fruit	140
chenin blanc	pairing	fruit	pairing: fruit	140
ice wine	pairing	fruit	pairing: fruit	140
sweet wine	pairing	fruit	pairing: fruit	140
dessert wine	pairing	fruit	pairing: fruit	140
sweet fruit	taste	ripe	taste: ripe	140
sauterne	pairing with	fruit	pairing with: fruit	140
rose wine	pairing with	fruit	pairing with: fruit	140
fruit course	components	fruit smoothie	components: fruit smoothie	140
fruit course	texture	juicy	texture: juicy	140
sweet fruit	texture	juicy	texture: juicy	140
red meat	texture	juicy	texture: juicy	140
edible thing	texture	juicy	texture: juicy	140
anjou	texture	juicy	texture: juicy	140
sauterne	pairing	fruit	pairing: fruit	140
rose wine	pairing	fruit	pairing: fruit	140
anjou	used for	making jams	used for: making jams	140
fruit course	number of fruits	multiple	number of fruits: multiple	140
sweet riesling	pairing	fruit	pairing: fruit	140
sweet fruit	category	fruit	category: fruit	140
wine grape	used for	raisins	used for: raisins	140
fruit course	component	multiple fruits	component: multiple fruits	140
fruit course	number of fruits	single	number of fruits: single	140
sweet dessert	ingredients	fruit	ingredients: fruit	140
dessert	ingredients	fruit	ingredients: fruit	140
anjou	category	fruit	category: fruit	140
fruit course	typical ingredients	fresh fruits	typical ingredients: fresh fruits	140
fruit course	component	fresh fruit	component: fresh fruit	140
sweet wine	pair with	fruit	pair with: fruit	140
fruit course	ingredients	fresh fruit	ingredients: fresh fruit	140
fruit course	components	fruits	components: fruits	140
fruit course	components	dried fruits	components: dried fruits	140
fruit course	food category	fruit	food category: fruit	140
dessert course	components	fruit	components: fruit	140
anjou	type	fruit	type: fruit	140
wine descriptor	type	fruit	type: fruit	140
ice wine	food pairing	fruit	food pairing: fruit	140
sweet riesling	food pairing	fruit	food pairing: fruit	140
sauterne	used for	fruit	used for: fruit	140
fruit course	common ingredients	fresh fruits	common ingredients: fresh fruits	140
meal course	main ingredient	fruit	main ingredient: fruit	140
wine grape	category	fruit	category: fruit	140
fruit course	optional ingredients	nuts	optional ingredients: nuts	141
sweet wine	pairs well with	nuts	pairs well with: nuts	141
dessert course	components	nuts	components: nuts	141
fruit course	pairing with	nuts	pairing with: nuts	141
dessert course	common components	nuts	common components: nuts	141
dessert	ingredients	nuts	ingredients: nuts	141
fruit course	components	nuts	components: nuts	141
sauterne	pairing	nuts	pairing: nuts	141
meritage	ingredients	petit verdot	ingredients: petit verdot	142
meritage	ingredients	cabernet franc	ingredients: cabernet franc	142
italian wine	ingredients	prosecco	ingredients: prosecco	142
chianti	ingredients	sangiovese	ingredients: sangiovese	142
muscadet	food pairing	asparagus	food pairing: asparagus	142
cabernet franc	pairing	mushrooms	pairing: mushrooms	142
rose wine	made from	grenache	made from: grenache	142
muscadet	pairing	asparagus	pairing: asparagus	142
italian wine	ingredients	sangiovese	ingredients: sangiovese	142
italian wine	ingredients	pinot grigio	ingredients: pinot grigio	142
dry white wine	popular brands	pinot grigio	popular brands: pinot grigio	142
white wine	popular brands	pinot grigio	popular brands: pinot grigio	142
beaujolais	pairing	charcuterie	pairing: charcuterie	142
meritage	ingredients	malbec	ingredients: malbec	142
wine color	used to describe	pinot grigio	used to describe: pinot grigio	142
wine color	intensity	deep	intensity: deep	143
wine color	intensity	dull	intensity: dull	143
wine color	intensity	light	intensity: light	143
wine descriptor	intensity	subtle	intensity: subtle	143
wine flavor	intensity	strong	intensity: strong	143
wine color	intensity	dark	intensity: dark	143
wine descriptor	wine characteristic	complexity	wine characteristic: complexity	143
wine descriptor	intensity	strong	intensity: strong	143
wine taste	intensity	complex	intensity: complex	143
wine taste	intensity	strong	intensity: strong	143
wine flavor	intensity	mild	intensity: mild	143
wine taste	intensity	mild	intensity: mild	143
wine descriptor	intensity	mild	intensity: mild	143
wine color	intensity	faded	intensity: faded	143
wine color	intensity	medium	intensity: medium	143
wine descriptor	scale	intense	scale: intense	143
wine taste	quality	expensive	quality: expensive	144
meursault	notable for	expensive	notable for: expensive	144
pauillac	famous for	expensive	famous for: expensive	144
