****** Processing facet_no: 0, facet: industry, facet_count: 39 ******
property 	 cluster_label
critical for global trade 	 0
increasingly important for energy transport 	 0
serious 	 0
minor 	 0
ensuring maritime safety 	 0
facilitating navigation 	 0
high 	 0
strategic 	 -1
commercial 	 -1
environmentally sensitive 	 -1
crucial 	 -1
vital 	 -1


****** Processing facet_no: 23, facet: maintenance, facet_count: 42 ******
property 	 cluster_label
regularly cleaned 	 48
regular inspections 	 48
regular inspection 	 48
regular maintenance 	 48
regularly maintained 	 48
regularly checked 	 48
emptied and cleaned 	 48
dependent on usage 	 15
regular 	 0
replacement 	 0
repair 	 0
minimal 	 0
electric maintenance 	 0
maintained by authorities 	 0
infrequent 	 -1
inspected 	 -1
maintained 	 -1
repair work 	 -1
occasional repairs 	 -1
none 	 -1
periodically resurfaced 	 -1
critical 	 -1
software updates 	 -1
complex repair 	 -1
well-maintained 	 -1
infrastructure 	 -1
updated regularly 	 -1
accurate records 	 -1
neglected 	 -1
regular oil changes 	 -1
filter replacements 	 -1


****** Processing facet_no: 24, facet: equipment, facet_count: 37 ******
property 	 cluster_label
fueling systems 	 54
cranes 	 23
radar 	 20
traps 	 2
aircraft instruments 	 0
navigation systems 	 0
communication devices 	 0
communication systems 	 0
containers 	 0
medical supplies 	 0
vehicle 	 0
tools 	 0
communication device 	 0
nets 	 0
processors 	 0
generator 	 0
computer systems 	 0
tractors 	 -1
forklifts 	 -1
trailers 	 -1
fire hoses 	 -1
lights and sirens 	 -1
tugs 	 -1
sonar 	 -1
submarine 	 -1
laboratory 	 -1
sensors 	 -1
hoists 	 -1
pipes 	 -1
drilling rig 	 -1
cable 	 -1


****** Processing facet_no: 25, facet: crew roles, facet_count: 3 ******
property 	 cluster_label
pilot 	 16
air traffic controller 	 0
co-pilot 	 -1


****** Processing facet_no: 26, facet: regulations, facet_count: 17 ******
property 	 cluster_label
customs 	 61
aviation laws 	 0
safety protocols 	 0
safety standards 	 0
traffic rules 	 0
international law 	 0
environmental regulations 	 0
safety 	 0
environmental 	 0
regulated by maritime authorities 	 0
subject to international regulations 	 0
standard operating procedures 	 -1
government oversight 	 -1
licensing 	 -1
licensing regulations 	 -1


****** Processing facet_no: 27, facet: category, facet_count: 11 ******
property 	 cluster_label
train 	 0
railway vehicle 	 0
civil aviation 	 0
hazardous materials 	 0
vehicle 	 0
transportation 	 0
mode of transportation 	 -1
icao 	 -1
iata 	 -1
flammable 	 -1
toxic 	 -1


****** Processing facet_no: 28, facet: used for, facet_count: 135 ******
property 	 cluster_label
commuting 	 100
fishing 	 93
driving 	 79
drinking 	 79
data transfer 	 74
regional flights 	 73
road trips 	 41
family road trip 	 41
road trip 	 41
firefighting 	 34
fighting fires 	 34
marine firefighting 	 34
sailing 	 26
military 	 19
military operations 	 19
long-distance travel 	 18
long-distance hauling 	 18
long distance travel 	 18
measuring liquids 	 17
measuring solids 	 17
calculating capacity 	 17
measuring weight of ships 	 17
calculating cargo capacity 	 17
estimating ship size 	 17
providing supplies 	 12
recreation 	 8
reclamation 	 8
trains 	 2
tourist ride 	 1
tourist attraction 	 1
tourism 	 1
goods transportation 	 0
storing goods 	 0
loading cargo 	 0
unloading cargo 	 0
passenger transport 	 0
freight transport 	 0
mining industry 	 0
economic trade 	 0
moving goods 	 0
international trade 	 0
carrying people 	 0
transportation 	 0
medical emergencies 	 0
law enforcement 	 0
family transportation 	 0
supporting offshore oil rigs 	 0
reducing congestion 	 0
increasing efficiency 	 0
shipping 	 0
cruise 	 0
aircraft navigation 	 0
marine navigation 	 0
land vehicle navigation 	 0
rescue operations 	 0
emergency medical services 	 0
maintenance 	 0
carrying goods 	 0
railway infrastructure 	 0
carrying cargo 	 0
logistics 	 0
rescue 	 0
marine operations 	 0
construction projects 	 0
communication 	 0
unloading 	 0
search and rescue 	 0
construction work 	 0
logging 	 0
shipping goods 	 0
carrying supplies 	 0
evaluating environmental impact 	 0
global trade 	 0
international shipping 	 0
business travel 	 0
moving 	 0
preventing collisions 	 0
cargo transport 	 0
business meetings 	 0
emergency response 	 0
daily commute 	 -1
cloud computing 	 -1
devops 	 -1
microservices 	 -1
supply chain 	 -1
daily errands 	 -1
accommodating personnel 	 -1
steering 	 -1
braking 	 -1
flying 	 -1
navigating 	 -1
flood control 	 -1
construction 	 -1
plowing fields 	 -1
standardization 	 -1
racing 	 -1
assisting larger boats 	 -1
salvage 	 -1
harbor maintenance 	 -1
control 	 -1
loading 	 -1
warfare 	 -1
peacekeeping 	 -1
swimming 	 -1
boating 	 -1
research and development 	 -1
testing new technologies 	 -1
camping 	 -1
worksite 	 -1
weekend rides 	 -1
safety of mariners 	 -1


****** Processing facet_no: 29, facet: located at, facet_count: 21 ******
property 	 cluster_label
around earth 	 96
above earth 	 96
parking lot 	 62
coast 	 9
railway station 	 0
railway yard 	 0
tracks 	 0
offshore oil and gas fields 	 0
port 	 0
sea 	 0
vehicle 	 0
road 	 0
ocean 	 0
garage 	 -1
repair shop 	 -1
highway 	 -1
city street 	 -1
near earth 	 -1


****** Processing facet_no: 30, facet: component, facet_count: 25 ******
property 	 cluster_label
turbine 	 94
pulley wheel 	 81
engine 	 0
wagon 	 0
rail 	 0
motor 	 0
control system 	 0
tractor unit 	 -1
trailer 	 -1
cargo 	 -1
locomotive 	 -1
carriage 	 -1
rim 	 -1
tire 	 -1
hubcap 	 -1
spoke 	 -1
combustion chamber 	 -1
nozzle 	 -1
fuel pump 	 -1
tie 	 -1
ballast 	 -1
compressor 	 -1
cable 	 -1


****** Processing facet_no: 31, facet: operational context, facet_count: 4 ******
property 	 cluster_label
freight transport 	 0
commerce 	 0
logistics 	 0
highway 	 -1


****** Processing facet_no: 32, facet: responsibility, facet_count: 20 ******
property 	 cluster_label
maintaining equipment 	 31
maintaining roads 	 31
serving passengers 	 0
ensuring safety 	 0
regulating traffic 	 0
receiver 	 0
logistics provider 	 0
safety 	 0
maintenance 	 0
route planning 	 0
task 	 0
project 	 0
team 	 0
individual 	 0
group 	 0
organization 	 0
operating aircraft 	 -1
issuing licenses 	 -1
shipper 	 -1
carrier 	 -1


****** Processing facet_no: 33, facet: role, facet_count: 14 ******
property 	 cluster_label
information transfer 	 74
mechanic 	 4
leader 	 0
moves goods 	 0
ships products 	 0
driver 	 0
communication 	 0
team member 	 -1
supervisor 	 -1
intermediary 	 -1
middleman 	 -1
broker 	 -1
passenger 	 -1
control 	 -1


****** Processing facet_no: 34, facet: credentials, facet_count: 4 ******
property 	 cluster_label
training 	 0
experience 	 0
licensing 	 -1
certification 	 -1


****** Processing facet_no: 35, facet: part of, facet_count: 2 ******
property 	 cluster_label
ship 	 0
boat 	 0


****** Processing facet_no: 36, facet: shape, facet_count: 17 ******
property 	 cluster_label
circular 	 38
cylindrical 	 38
compact 	 0
flat 	 0
long 	 0
straight 	 0
rectangular 	 -1
compartmentalized 	 -1
portable 	 -1
boxy 	 -1
round 	 -1
spherical 	 -1
curved 	 -1
sedan 	 -1
suv 	 -1
hatchback 	 -1


****** Processing facet_no: 37, facet: capacity, facet_count: 17 ******
property 	 cluster_label
luggage space 	 91
seating 	 32
measured in gallons 	 17
measured in liters 	 17
large 	 0
hundreds of railcars 	 0
standing 	 0
many 	 0
few 	 0
single 	 0
multiple 	 0
voluminous 	 -1
holding a lot 	 -1
big load 	 -1
massive 	 -1
number of seats 	 -1


****** Processing facet_no: 38, facet: access, facet_count: 14 ******
property 	 cluster_label
parking spots 	 62
ramp 	 46
stairs 	 0
via hatch 	 -1
through cargo door 	 -1
elevator 	 -1
catwalk 	 -1
ladder 	 -1
entrance 	 -1
exit 	 -1
difficult 	 -1
hard to access 	 -1
only accessible to owner 	 -1


****** Processing facet_no: 39, facet: found in, facet_count: 9 ******
property 	 cluster_label
merchant ship 	 0
tanker 	 0
container ship 	 0
ports 	 0
offshore oil platforms 	 0
train station 	 0
railway yard 	 0
on a train 	 0
shipyards 	 -1


****** Processing facet_no: 40, facet: technology, facet_count: 12 ******
property 	 cluster_label
electric power 	 72
hybrid 	 54
mechanical 	 4
radio waves 	 0
computerized systems 	 0
manual 	 0
electromagnetic 	 -1
acoustic 	 -1
overhead wires 	 -1
electrified tracks 	 -1
antennae 	 -1
electronic 	 -1


****** Processing facet_no: 41, facet: application, facet_count: 23 ******
property 	 cluster_label
electric vehicles 	 72
industrial machinery 	 22
military 	 19
aviation 	 0
weather forecasting 	 0
shipping 	 0
disaster response 	 0
space exploration 	 0
scientific research 	 0
science 	 0
business 	 0
transportation 	 0
industry 	 0
naval 	 -1
construction 	 -1
furniture 	 -1
temporary road crossing 	 -1
event access 	 -1
everyday life 	 -1
home appliances 	 -1
wind turbines 	 -1


****** Processing facet_no: 42, facet: principle, facet_count: 2 ******
property 	 cluster_label
echo 	 3
reflection 	 0


****** Processing facet_no: 43, facet: components, facet_count: 42 ******
property 	 cluster_label
turbine 	 94
pumps 	 76
electric motor 	 72
cylinders 	 38
propulsion system 	 37
cranes 	 23
receiver 	 0
processor 	 0
railway tracks 	 0
engine 	 0
boom 	 0
brush 	 0
tail 	 0
memory 	 0
speaker 	 0
antenna 	 -1
transmitter 	 -1
winches 	 -1
hopper 	 -1
brakes 	 -1
controls panel 	 -1
locomotive 	 -1
carriage 	 -1
compressor 	 -1
combustion chamber 	 -1
nozzle 	 -1
winch 	 -1
cable 	 -1
processing unit 	 -1
coil 	 -1
magnet 	 -1
commutator 	 -1
wings 	 -1
engines 	 -1
cockpit 	 -1
screen 	 -1
pistons 	 -1
fuel injectors 	 -1


****** Processing facet_no: 44, facet: range, facet_count: 15 ******
property 	 cluster_label
short-range 	 51
long-range 	 51
short 	 0
long 	 0
thousands of miles 	 0
medium 	 0
transcontinental 	 -1


****** Processing facet_no: 45, facet: resolution, facet_count: 2 ******
property 	 cluster_label
low 	 0
high 	 0


****** Processing facet_no: 46, facet: usage, facet_count: 60 ******
property 	 cluster_label
driving 	 79
parking 	 62
generates electricity 	 57
industrial 	 22
moving heavy loads 	 21
military 	 19
calculating 	 17
specialized 	 11
recreational 	 8
outdoor 	 7
weather monitoring 	 0
air traffic control 	 0
carrying goods 	 0
daily 	 0
shipping 	 0
logistics 	 0
general aviation 	 0
transporting oil 	 0
transporting chemicals 	 0
transporting food 	 0
disaster relief 	 0
event 	 0
storing perishable items 	 0
preserving food for longer 	 0
ocean 	 0
land 	 0
warehouse 	 0
construction site 	 0
emergency vehicle 	 0
for crew and passengers 	 0
for cargo and supplies 	 0
commerce 	 0
industry 	 0
personal 	 0
education 	 0
naval surveillance 	 -1
occasional 	 -1
supply chain 	 -1
agricultural 	 -1
construction 	 -1
fuels vehicles 	 -1
heats homes 	 -1
air 	 -1
measuring 	 -1
weighing 	 -1
indoor 	 -1
commercial 	 -1
factory 	 -1
shipyard 	 -1
used in database design 	 -1
used in data modeling 	 -1
professional 	 -1
entertainment 	 -1


****** Processing facet_no: 47, facet: height, facet_count: 1 ******
facet_count: 1, less than 2; ignoring facet
****** Processing facet_no: 48, facet: staff, facet_count: 8 ******
property 	 cluster_label
controllers 	 0
air traffic controllers 	 0
processors 	 0
fishermen 	 -1
captain 	 -1
meteorologists 	 -1


****** Processing facet_no: 49, facet: responsibilities, facet_count: 24 ******
property 	 cluster_label
building and maintaining roads 	 31
public infrastructure 	 27
communicating 	 17
aircraft safety 	 0
traffic flow management 	 0
ensures delivery 	 0
safety 	 0
security 	 0
law enforcement 	 0
booking 	 0
regulating traffic 	 0
ensuring public safety 	 0
aircraft separation 	 0
flight planning 	 0
weather forecasting 	 0
tracks packages 	 -1
handles claims 	 -1
fairness 	 -1
liability 	 -1
tax collection 	 -1
chartering 	 -1
cargoes 	 -1
negotiating 	 -1
representing 	 -1


****** Processing facet_no: 50, facet: material, facet_count: 69 ******
property 	 cluster_label
wood 	 0
glass 	 0
steel 	 0
minerals 	 0
ores 	 0
metal 	 -1
fiberglass 	 -1
plastic 	 -1
iron 	 -1
rubber 	 -1
aluminum 	 -1
buoyant material 	 -1
grains 	 -1
asphalt 	 -1
concrete 	 -1
gravel 	 -1


****** Processing facet_no: 51, facet: crew, facet_count: 16 ******
property 	 cluster_label
police officers 	 35
firefighters 	 34
few 	 0
many 	 0
single 	 0
rescue team 	 0
trained 	 0
paramedics 	 -1
scientists 	 -1
engineers 	 -1
researchers 	 -1
skilled 	 -1
experienced 	 -1
multinational 	 -1


****** Processing facet_no: 52, facet: mode, facet_count: 36 ******
property 	 cluster_label
by sea 	 24
by land 	 24
by air 	 24
public 	 3
private 	 3
land 	 0
sea 	 0
ship 	 0
boat 	 0
rail 	 0
bus 	 0
train 	 0
road 	 0
water 	 0
car 	 0
air 	 -1
barge 	 -1
canal 	 -1
lock 	 -1
subway 	 -1
ferry 	 -1
airplane 	 -1
bicycle 	 -1
motorcycle 	 -1


****** Processing facet_no: 53, facet: services, facet_count: 34 ******
property 	 cluster_label
food and drink 	 65
security screening 	 64
parking lot 	 62
parking 	 62
information desk 	 53
waiting area 	 36
public transportation 	 27
providing insurance 	 12
logistics 	 0
distribution 	 0
transportation 	 0
storage 	 0
booking 	 0
arranging cargo 	 0
boarding 	 0
bus schedules 	 0
train schedules 	 0
flight information 	 0
air freight 	 0
sea freight 	 0
land transportation 	 0
warehousing 	 -1
flights 	 -1
check-in 	 -1
handling logistics 	 -1
taxi stand 	 -1
restrooms 	 -1


****** Processing facet_no: 54, facet: traffic, facet_count: 8 ******
property 	 cluster_label
low 	 0
medium 	 0
high 	 0
major 	 0
heavy 	 0
busy 	 0
busiest 	 -1
congested 	 -1


****** Processing facet_no: 55, facet: facilities, facet_count: 27 ******
property 	 cluster_label
food and beverage 	 65
security check 	 64
waiting area 	 36
cranes 	 23
docks 	 10
terminal 	 0
airport 	 0
baggage claim 	 0
shops 	 0
stairs 	 0
restaurants 	 0
runway 	 -1
hangar 	 -1
control tower 	 -1
retail shops 	 -1
lounges 	 -1
warehouses 	 -1
ticket counter 	 -1
food court 	 -1
restrooms 	 -1
elevators 	 -1
pay machines 	 -1


****** Processing facet_no: 56, facet: management, facet_count: 10 ******
property 	 cluster_label
airport authorities 	 66
security personnel 	 64
public 	 3
private 	 3
government 	 0
authority 	 0
airlines 	 0
private company 	 -1
public-private partnership 	 -1


****** Processing facet_no: 57, facet: use, facet_count: 19 ******
property 	 cluster_label
industrial 	 22
military 	 19
recreational flying 	 8
recreational 	 8
oil and gas industry 	 0
construction industry 	 0
maritime industry 	 0
training 	 0
research 	 0
passenger travel 	 0
cargo transport 	 0
residential 	 -1
commercial 	 -1
emergency landing 	 -1
small aircraft 	 -1
private use 	 -1
for navigation 	 -1
for customs 	 -1
for insurance 	 -1


****** Processing facet_no: 58, facet: action, facet_count: 3 ******
property 	 cluster_label
come 	 0
reach 	 0
get to 	 -1


****** Processing facet_no: 59, facet: place, facet_count: 3 ******
property 	 cluster_label
destination 	 0
location 	 0
spot 	 -1


****** Processing facet_no: 60, facet: time, facet_count: 3 ******
property 	 cluster_label
soon 	 0
later 	 0
now 	 0


****** Processing facet_no: 61, facet: transportation, facet_count: 6 ******
property 	 cluster_label
by car 	 24
by plane 	 24
by train 	 24
railway 	 0
freight 	 0
cargo 	 -1


****** Processing facet_no: 62, facet: status, facet_count: 3 ******
property 	 cluster_label
expected 	 0
delayed 	 0
early 	 0


****** Processing facet_no: 63, facet: number of tracks, facet_count: 1 ******
facet_count: 1, less than 2; ignoring facet
****** Processing facet_no: 64, facet: characteristics, facet_count: 84 ******
property 	 cluster_label
regulates 	 99
reliable 	 75
unreliable 	 75
strong engine 	 67
powerful engine 	 67
long-range 	 51
unordered 	 40
heavy load capacity 	 22
industrial 	 22
better for heavy loads 	 21
highly directional 	 5
slow speed 	 5
high efficiency 	 5
low noise 	 5
high reliability 	 5
highly reactive 	 5
touristy 	 1
heavy 	 0
long 	 0
ordered 	 0
silent 	 0
slow 	 0
stable 	 0
conscious 	 0
strong 	 0
visible 	 0
large 	 0
blue 	 0
deep 	 0
wide 	 0
aiding night navigation 	 0
thin 	 0
hot 	 0
cold 	 0
busy 	 0
popular 	 0
variable 	 0
changing 	 0
interactive 	 0
limits 	 0
deep water 	 0
flexible 	 -1
adaptable 	 -1
powerful 	 -1
deliberate 	 -1
purposive 	 -1
durable 	 -1
radioactive 	 -1
electronic 	 -1
noisy 	 -1
wide adoption 	 -1
compatible with most trains 	 -1
commercial 	 -1
trustworthy 	 -1
experienced 	 -1
knowledgeable 	 -1
larger track width 	 -1
more stable 	 -1
wavy 	 -1
shallow 	 -1
big wheels 	 -1
large cab 	 -1
tall 	 -1
visible from distance 	 -1
non-reactive 	 -1
colorless 	 -1
colored 	 -1
thick 	 -1
narrow 	 -1
good suspension 	 -1
spacious interior 	 -1
measurable 	 -1
growing 	 -1
prohibits 	 -1
sheltered 	 -1


****** Processing facet_no: 65, facet: advantages, facet_count: 15 ******
property 	 cluster_label
increased capacity 	 0
reduced congestion 	 0
improved safety 	 0
security 	 0
efficient 	 0
fast 	 0
increased efficiency 	 0
reduced costs 	 0
reduced environmental impact 	 0
portability 	 -1
efficiency 	 -1
cost-effective 	 -1
environmentally friendly 	 -1
flexible 	 -1
high power-to-weight ratio 	 -1


****** Processing facet_no: 66, facet: disadvantages, facet_count: 10 ******
property 	 cluster_label
higher cost 	 0
limited capacity 	 0
complex 	 0
complex engineering 	 -1
complexity 	 -1
overhead 	 -1
weather dependent 	 -1
vulnerable to piracy 	 -1
noisy 	 -1
polluting 	 -1


****** Processing facet_no: 67, facet: infrastructure, facet_count: 32 ******
property 	 cluster_label
waterway 	 52
stop sign 	 45
traffic light 	 44
cranes 	 23
docks 	 10
port 	 0
dock 	 0
deep water 	 0
freight yards 	 0
track 	 0
road 	 0
bridge 	 0
tracks 	 0
stations 	 0
airport 	 0
railway 	 0
bus station 	 0
harbor 	 -1
canal network 	 -1
large dock 	 -1
loading facility 	 -1
warehouses 	 -1
tunnel 	 -1
highway 	 -1
freeway 	 -1
tunnels 	 -1
bridges 	 -1
road network 	 -1
seaport 	 -1


****** Processing facet_no: 68, facet: efficiency, facet_count: 9 ******
property 	 cluster_label
energy consumption 	 25
energy conversion 	 25
highly efficient 	 5
speed 	 0
capacity 	 0
high 	 0
low 	 0
high torque 	 -1
low emissions 	 -1


****** Processing facet_no: 69, facet: types of vessels, facet_count: 5 ******
property 	 cluster_label
sailboat 	 26
freighter 	 0
passenger liner 	 0
ferry 	 -1
yacht 	 -1


****** Processing facet_no: 70, facet: definition, facet_count: 34 ******
property 	 cluster_label
navigable waterway 	 92
narrow waterway 	 92
public utility 	 27
provider of public transportation 	 27
collection of unique items 	 17
12 inches by 12 inches by 12 inches 	 17
collection of ships 	 17
connecting sea and sea 	 14
transportation service 	 0
used for international trade 	 0
domestic shipping 	 0
freight 	 0
railway track 	 0
moving goods or people using multiple modes 	 0
combining different transportation methods 	 0
restriction on ships entering or leaving a port 	 0
allowing ships to pass 	 0
direction 	 0
packing code into container 	 -1
isolating process 	 -1
portability 	 -1
group of objects 	 -1
3-dimensional space 	 -1
permission to operate 	 -1
distance between rails 	 -1
two different gauges 	 -1
compatible trains 	 -1
route for ships 	 -1
oversight 	 -1
control 	 -1
carbon-based molecule 	 -1
non-metallic 	 -1
not containing hydrogen 	 -1
property that depends on another property 	 -1


****** Processing facet_no: 71, facet: mode of transportation, facet_count: 10 ******
property 	 cluster_label
long distance 	 51
land 	 0
sea 	 0
rail 	 0
rocket 	 0
spaceship 	 0
fast 	 0
air 	 -1
airplane 	 -1


****** Processing facet_no: 72, facet: examples, facet_count: 16 ******
property 	 cluster_label
sugar 	 26
airlines 	 0
shipping companies 	 0
bus companies 	 0
cart 	 0
telephone signal 	 0
radio signal 	 0
fat 	 0
tree 	 0
worm 	 0
railroads 	 -1
chariot 	 -1
plow 	 -1
internet signal 	 -1
protein 	 -1
bacteria 	 -1


****** Processing facet_no: 73, facet: types, facet_count: 33 ******
property 	 cluster_label
fairway 	 52
finite set 	 30
infinite set 	 30
empty set 	 30
universal set 	 30
truck and rail 	 14
truck and sea 	 14
truck and air 	 14
rail and sea 	 14
air and rail 	 14
docker 	 0
standard gauge 	 0
broad gauge 	 0
narrow gauge 	 0
narrower gauge 	 0
dual gauge railway 	 0
dual gauge track 	 0
dual gauge line 	 0
channel 	 0
dependent 	 0
rkt 	 -1
lxc 	 -1
legislative 	 -1
executive 	 -1
judicial 	 -1
strait 	 -1
single lock 	 -1
double lock 	 -1
flight of locks 	 -1
independent 	 -1
buoy 	 -1
beacon 	 -1
anchorage zone 	 -1


****** Processing facet_no: 74, facet: typical load, facet_count: 3 ******
property 	 cluster_label
heavy machinery 	 22
containers 	 0
cars 	 0


****** Processing facet_no: 75, facet: railway usage, facet_count: 3 ******
property 	 cluster_label
industrial rail 	 22
main line 	 -1
branch line 	 -1


****** Processing facet_no: 76, facet: power source, facet_count: 12 ******
property 	 cluster_label
electricity 	 72
battery 	 0
electric 	 0
rechargeable 	 -1
solar 	 -1
chemical energy 	 -1
combustion 	 -1


****** Processing facet_no: 77, facet: uses, facet_count: 16 ******
property 	 cluster_label
off-road driving 	 49
energy production 	 25
building ships 	 17
repairing ships 	 17
computer science 	 0
transportation 	 0
industry 	 0
loading cargo 	 0
fuels cars 	 -1
powers airplanes 	 -1
makes plastic 	 -1
heats homes 	 -1
mathematics 	 -1
data analysis 	 -1
towing 	 -1
daily driving 	 -1


****** Processing facet_no: 78, facet: properties, facet_count: 11 ******
property 	 cluster_label
high viscosity 	 5
finite 	 0
volatile 	 0
flammable 	 -1
toxic 	 -1
corrosive 	 -1
infinite 	 -1
low volatility 	 -1
soluble 	 -1
insoluble 	 -1
non-volatile 	 -1


****** Processing facet_no: 79, facet: origin, facet_count: 12 ******
property 	 cluster_label
extracted from oil 	 28
formed from crude oil 	 28
registry of shipping 	 17
environmental 	 0
animal 	 0
human 	 0
maritime industry 	 0
nature 	 0
earth 	 0
united kingdom 	 -1
imperial system 	 -1
soil 	 -1


****** Processing facet_no: 80, facet: forms, facet_count: 3 ******
property 	 cluster_label
liquid 	 0
gas 	 0
solid 	 0


****** Processing facet_no: 81, facet: operating conditions, facet_count: 2 ******
property 	 cluster_label
open waters 	 -1
harsh weather 	 -1


****** Processing facet_no: 82, facet: relations, facet_count: 3 ******
property 	 cluster_label
subset 	 29
superset 	 -1
equal 	 -1


****** Processing facet_no: 83, facet: security, facet_count: 13 ******
property 	 cluster_label
security personnel 	 64
id checks 	 64
customs 	 61
protected 	 3
guards 	 0
mooring lines 	 -1
fenders 	 -1
tugboats 	 -1
locked doors 	 -1
screening 	 -1
vulnerable 	 -1
cameras 	 -1
security gates 	 -1


****** Processing facet_no: 84, facet: jurisdiction, facet_count: 6 ******
property 	 cluster_label
local 	 3
city 	 0
state 	 0
country 	 0
national 	 0


****** Processing facet_no: 85, facet: authority level, facet_count: 3 ******
property 	 cluster_label
high 	 0
medium 	 0
low 	 0


****** Processing facet_no: 86, facet: process, facet_count: 9 ******
property 	 cluster_label
ascending 	 40
unloading 	 0
transporting 	 0
storing 	 0
online 	 0
loading 	 -1
lifting off 	 -1
gaining altitude 	 -1
in-person 	 -1


****** Processing facet_no: 87, facet: unit, facet_count: 9 ******
property 	 cluster_label
cubic meter 	 39
kilogram 	 39
ounce 	 0
litre 	 -1
gallon 	 -1
gram 	 -1
ton 	 -1
pound 	 -1


****** Processing facet_no: 88, facet: dimension, facet_count: 3 ******
property 	 cluster_label
cubic 	 38
square 	 0
length cubed 	 -1


****** Processing facet_no: 89, facet: conversion, facet_count: 8 ******
property 	 cluster_label
can be converted to weight 	 17
equal to 1728 cubic inches 	 17
equal to 28.316 liters 	 17
2240 pounds 	 17
1.12 tons 	 17
dependent on density 	 15
convertible 	 -1
non-convertible 	 -1


****** Processing facet_no: 90, facet: common examples, facet_count: 3 ******
property 	 cluster_label
water bottle 	 55
bathtub 	 -1
swimming pool 	 -1


****** Processing facet_no: 91, facet: elements, facet_count: 3 ******
property 	 cluster_label
goal 	 0
means 	 0
motivation 	 -1


****** Processing facet_no: 92, facet: operated by, facet_count: 13 ******
property 	 cluster_label
port authority 	 66
fire department 	 34
mechanic 	 4
mechanics 	 4
driver 	 0
marine engineers 	 0
shipping company 	 0
government 	 0
conductor 	 -1
engineer 	 -1
skilled operators 	 -1
coast guard 	 -1
volunteer crew 	 -1


****** Processing facet_no: 93, facet: steps, facet_count: 4 ******
property 	 cluster_label
implementation 	 0
monitoring 	 0
evaluation 	 0
planning 	 -1


****** Processing facet_no: 94, facet: actors, facet_count: 7 ******
property 	 cluster_label
road signs 	 45
traffic lights 	 44
government 	 0
traffic police 	 0
drivers 	 0
bureaucracy 	 -1
enforcement agencies 	 -1


****** Processing facet_no: 95, facet: mechanisms, facet_count: 8 ******
property 	 cluster_label
regulations 	 63
stop signs 	 45
yield signs 	 45
traffic lights 	 44
laws 	 0
standards 	 -1
compliance 	 -1
roundabouts 	 -1


****** Processing facet_no: 96, facet: colors, facet_count: 3 ******
property 	 cluster_label
red 	 0
yellow 	 0
green 	 0


****** Processing facet_no: 97, facet: physical appearance, facet_count: 3 ******
property 	 cluster_label
tower-like structure 	 0
light-emitting device 	 -1
mounted on a pole 	 -1


****** Processing facet_no: 98, facet: history, facet_count: 25 ******
property 	 cluster_label
developed in 19th century 	 56
improved in 20th century 	 56
developed in 1930s 	 56
improved in 1950s 	 56
first used in 1913 	 56
adopted globally 	 11
early aviation 	 0
important for global economy 	 0
modern 	 0
important in maritime trade 	 0
important for industrialization 	 0
used for freight and passenger transport 	 0
wwii 	 -1
post-war development 	 -1
ancient times 	 -1
ancient 	 -1
long history of use 	 -1
developing 	 -1
invented by rudolf diesel 	 -1


****** Processing facet_no: 99, facet: measurement unit, facet_count: 3 ******
property 	 cluster_label
square mile 	 39
square kilometer 	 39
hectare 	 -1


****** Processing facet_no: 100, facet: natural feature, facet_count: 4 ******
property 	 cluster_label
mountain range 	 -1
valley 	 -1
plateau 	 -1
desert 	 -1


****** Processing facet_no: 101, facet: human impact, facet_count: 3 ******
property 	 cluster_label
urbanization 	 0
deforestation 	 -1
agriculture 	 -1


****** Processing facet_no: 102, facet: driver, facet_count: 2 ******
property 	 cluster_label
emergency responders 	 0
trained professionals 	 -1


****** Processing facet_no: 103, facet: related actions, facet_count: 3 ******
property 	 cluster_label
descending 	 40
landing 	 0
touching down 	 -1


****** Processing facet_no: 104, facet: associated emotions, facet_count: 3 ******
property 	 cluster_label
excitement 	 -1
anticipation 	 -1
relief 	 -1


****** Processing facet_no: 105, facet: method, facet_count: 17 ******
property 	 cluster_label
fishing net 	 93
fishing line 	 93
screw 	 26
gps 	 0
directions 	 0
using gps 	 0
storing 	 0
map 	 -1
compass 	 -1
glue 	 -1
nail 	 -1
taping 	 -1
using a map 	 -1
asking for directions 	 -1
trawling 	 -1
preserving 	 -1
conserving 	 -1


****** Processing facet_no: 106, facet: device, facet_count: 4 ******
property 	 cluster_label
watch 	 6
phone 	 0
car 	 0
ship 	 0


****** Processing facet_no: 107, facet: feature, facet_count: 4 ******
property 	 cluster_label
route planning 	 0
orientation 	 0
turn-by-turn directions 	 -1
waypoint 	 -1


****** Processing facet_no: 108, facet: skill, facet_count: 9 ******
property 	 cluster_label
driving 	 79
maintenance 	 0
navigation 	 0
organization 	 0
communication 	 0
direction sense 	 -1
map reading 	 -1
route memory 	 -1
leadership 	 -1


****** Processing facet_no: 109, facet: environment, facet_count: 24 ******
property 	 cluster_label
off-road 	 49
rural areas 	 46
rural 	 46
