|concept|facet_property|cluster_label
6241|jet engine|used for: space exploration|159
6242|rocket engine|used for: space exploration|159
6243|turbojet engine|used for: space exploration|159
6244|offshore support ship|used for: research missions|159
6245|rocket engine|industry: space agency|159
6246|rocket engine|used for: space tourism|159
6247|hangar bay|associated with: space force|159
6248|rocket engine|application: space missions|159
6249|rocket engine|related concept: astronautics|159
6250|jet engine|application: space exploration|159
6251|radio navigation beacon|application: space exploration|159
6252|rocket engine|application: space exploration|159
6253|turbojet engine|application: space exploration|159
6254|hangar bay|associated with: space exploration|159
6255|taking off|associated with: space exploration|159
6256|navigation|fields: space navigation|159
6257|hangar bay|usage: space exploration|159
6258|rocket engine|purpose: space exploration|159
6259|taking off|purpose: space exploration|159
6260|rocket engine|application: space travel|159
6261|atmospheric region|functions: supports space exploration|159
6262|hangar bay|found in: space exploration|159
6263|hangar bay|associated with: space agency|159
6264|rocket engine|function: space exploration|159
6265|rocket engine|used for: space missions|159
6266|navigation|uses: space exploration|159
6267|rocket engine|uses: space exploration|159
6268|hangar bay|associated with: space program|159
6269|crew list|use: during space missions|159
6270|hangar bay|related to: space exploration|159
6271|rocket engine|used in: space missions|159
6272|taking off|related to: space travel|159
6273|taking off|context: astronautics|159
6274|rocket engine|developed by: space agencies|159
6275|rocket engine|applications: space exploration|159
6276|turbojet engine|applications: space exploration|159
6277|hangar bay|purpose: enabling space exploration|159
6278|atmospheric region|temperature: freezing|160
6279|atmospheric region|temperature: cold|160
6280|refrigerated compartment|temperature: cold|160
6281|water area|temperature: cold|160
6282|atmospheric region|types: cold|160
6283|refrigerated compartment|features: cool temperature|160
6284|water area|water temperature: cold|160
6285|atmospheric region|characteristics: cold|160
6286|ship hold|characteristics: cold|160
6287|water area|characteristics: cold|160
6288|atmospheric region|temperature: very cold|160
6289|fish factory ship|features: freezing|160
6290|land area|climate: cold|160
6291|refrigerated compartment|temperature range: chilled|160
6292|refrigerated compartment|temperature: cool|160
6293|refrigerated compartment|temperature: frozen|160
6294|refrigerated compartment|temperature range: frozen|160
6295|atmospheric region|properties: cold|160
6296|atmospheric region|temperature range: cold|160
6297|refrigerated compartment|temperature range: cold|160
6298|refrigerated compartment|temperature: chilled|160
6299|keeping|condition: cool|160
6300|keeping|purpose: to conserve|161
6301|refrigerated compartment|usage: keeping food fresh|161
6302|refrigerated compartment|functionality: keeping fresh|161
6303|animal powered vehicle|maintenance: feeding|161
6304|refrigerated compartment|function: keeps food fresh|161
6305|refrigerated compartment|importance: keeps food fresh|161
6306|refrigerated compartment|usage: keeping food fresh for longer|161
6307|refrigerated compartment|function: keeping food fresh|161
6308|refrigerated compartment|purpose: to keep food fresh|161
6309|refrigerated compartment|function: preserving freshness|161
6310|refrigerated compartment|purpose: keep food fresh|161
6311|refrigerated compartment|purpose: keeping food fresh|161
6312|cargo container|purpose: keeping goods dry|161
6313|refrigerated compartment|usage: keeping leftovers|161
6314|refrigerated compartment|uses: keeping food fresh|161
6315|attaching|method: using nails|162
6316|attaching|tools: nails|162
6317|attaching|method: nail|162
6318|attaching|object: nail|162
6319|attaching|method: nails|162
6320|attaching|tool: nails|162
6321|attaching|methods: using nails|162
6322|attaching|method: nailing|162
6323|attaching|methods: nails|162
6324|deck crane|usage: repairing equipment|163
6325|port facility|services: repair|163
6326|hangar bay|function: repairing|163
6327|offshore supply ship|function: repairing|163
6328|ship berth|function: repairing|163
6329|road transportation system|operation: repair|163
6330|crane ship|usage: repairing|163
6331|deck crane|usage: repairing|163
6332|deck crane|purpose: repairing equipment|163
6333|attaching|purpose: repairing|163
6334|crane ship|purpose: repairing|163
6335|deck crane|purpose: repairing|163
6336|ship berth|purpose: repairing|163
6337|ship berthing|purpose: repairing|163
6338|attaching|purpose: fixing|163
6339|crane ship|usage: repair|163
6340|crane ship|function: repair|163
6341|hangar bay|function: repair|163
6342|offshore support ship|function: repair|163
6343|ship berth|function: repair|163
6344|vehicle crew|function: repair|163
6345|attaching|purpose: repair|163
6346|offshore supply ship|purpose: repair|163
6347|ship berth|purpose: repair|163
6348|ship berthing|purpose: repair|163
6349|ship berthing|facilities: repair|163
6350|offshore support ship|function: repairing equipment|163
6351|ship hatch|usage: repair use|163
6352|hangar bay|uses: repairing equipment|163
6353|vehicle crew|skills: repairing|163
6354|fixed bridge|construction method: repairing|163
6355|railroad bridge|construction method: repairing|163
6356|crane ship|use: repairing|163
6357|attaching|purposes: to fix|163
6358|hangar bay|functionality: repair|163
6359|cable ship|functionality: repairing|163
6360|offshore support ship|services provided: repairing equipment|163
6361|attaching|common uses: fixing broken parts|163
6362|attaching|purposes: repairing|163
6363|vehicle crew|skills: repairing vehicle|163
6364|keeping|methods: repair|163
6365|vehicle crew|skill: repairing|163
6366|attaching|purpose: to fix|163
6367|ship agent|functions: amending|163
6368|ship berth|functions: repair|163
6369|attaching|application: repairing|163
6370|deck crane|uses: repair work|163
6371|attaching|context: repair|163
6372|attaching|purposes: repair|163
6373|broad gauge railway|characteristics: stronger|164
6374|head end car|characteristics: stronger|164
6375|attaching|result: stronger|164
6376|attaching|result: firm hold|164
6377|attaching|result: strong|164
6378|attaching|result: weak|164
6379|attaching|consequences: stronger|164
6380|rocket engine|history: developed in the 20th century|165
6381|rail transportation system|history: 19th century development|165
6382|propeller airplane|history: pioneering|165
6383|standard gauge railway|history: developed in uk|165
6384|ocean liner|history: dates back to 19th century|165
6385|containerization|history: popularized in 2000s|165
6386|containerization|history: started in 1970s|165
6387|standard gauge railway|history: widespread in 19th century|165
6388|turbojet engine|history: developed in 1930s|165
6389|animal powered vehicle|history: 19th century|165
6390|canal system|history: 19th century|165
6391|merchant marine|history: 19th century|165
6392|standard gauge railway|history: introduced in 1820s|165
6393|electrified railway|history: developed in late 19th century|165
6394|broad gauge railway|history: developed in russia|165
6395|broad gauge railway|history: developed in 19th century|165
6396|electrified railway|history: developed in 19th century|165
6397|multiple track railway|history: developed in 19th century|165
6398|rail transportation system|history: developed in 19th century|165
6399|railroad track|history: developed in 19th century|165
6400|standard gauge railway|history: developed in 19th century|165
6401|dual gauge railway|history: introduced in india in 1859|165
6402|multiple track railway|history: improved in 20th century|165
6403|research ship|function: collect data|166
6404|research ship|functionality: data collection vessel|166
6405|research ship|functions: collect data|166
6406|research ship|purpose: collecting data|166
6407|research ship|functionality: collecting data|166
6408|research ship|function: collecting data|166
6409|sea lane|associated with: marine conservation|167
6410|fishing trawler|used for: maintaining marine ecosystem|167
6411|fish factory ship|purpose: marine conservation|167
6412|water area|associated with: marine life|167
6413|research ship|use: supporting marine conservation|167
6414|water area|environmental impact: supports marine life|167
6415|petroleum tanker ship|function: marine vessel|168
6416|tugboat|type of vessel: maneuverable|168
6417|fishing trawler|type of vessel: ocean-going|168
6418|vehicle carrier ship|type: transportation vessel|168
6419|ship berthing|vessel: ocean-going|168
6420|freighter|type: ocean-going vessel|168
6421|ocean liner|type: ocean-going vessel|168
6422|vehicle carrier ship|type: ocean-going vessel|168
6423|offshore supply ship|type: towed|168
6424|cable ship|type: support vessel|168
6425|offshore supply ship|type: support vessel|168
6426|offshore supply ship|type of vessel: tug-towed|168
6427|deepwater port|vessel size: ocean-going|168
6428|tugboat|type of vessel: auxiliary|168
6429|personal watercraft|category: marine vehicle|168
6430|offshore supply ship|type of vessel: towed|168
6431|general cargo ship|types: reef ship|168
6432|crane ship|type: construction vessel|168
6433|military watercraft|type: patrol craft|168
6434|ocean liner|type: seafaring vehicle|168
6435|ship hull|uses: oceanic vessel|168
6436|ship register|types of information: type of vessel|168
6437|hopper dredger|type: marine vessel|168
6438|pusher tug|type: marine vessel|168
6439|tugboat|type: marine vessel|168
6440|offshore supply ship|type: icebreaker|168
6441|research ship|type: icebreaker|168
6442|fishing trawler|type of vessel: commercial|168
6443|merchant marine|vessels: historic|168
6444|partial container ship|alternative name: short-sea vessel|168
6445|military watercraft|type: patrol boat|168
6446|container ship|type: sea vessel|168
6447|offshore support ship|type: replenishment oiler|168
6448|fire boat|type: converted vessel|168
6449|ocean liner|type: seafaring vessel|168
6450|vehicle carrier ship|type: transport vessel|168
6451|general cargo ship|operated by: merchant navy|168
6452|partial container ship|operated by: merchant navy|168
6453|pusher tug|type of vehicle: marine vessel|168
6454|offshore anchorage|uses: commercial vessels|168
6455|fishing boat|type: marine vehicle|168
6456|tugboat|type: marine vehicle|168
6457|hopper dredger|used for: capital dredging|169
6458|hopper dredger|type: dredging equipment|169
6459|hopper dredger|components: dredge pump|169
6460|hopper dredger|type: heavy-duty dredger|169
6461|hopper dredger|type: used for dredging|169
6462|hopper dredger|type: dredging vessel|169
6463|hopper dredger|type: dredger|169
6464|drilling ship|equipment: subsea equipment|169
6465|hopper dredger|function: excavating and transporting sediment|169
6466|hopper dredger|function: remove underwater debris|169
6467|hopper dredger|used for: dredging|169
6468|hopper dredger|type: type of dredger|169
6469|ore carrier ship|type: mining vessel|169
6470|hopper dredger|used for: salvage operations|169
6471|pusher tug|used for: salvage operations|169
6472|tugboat|used for: salvage operations|169
6473|hopper dredger|used for: river dredging|169
6474|pusher tug|used for: marine salvage|169
6475|hopper dredger|function: excavate and transport sediment|170
6476|hopper dredger|function: extracting sand|170
6477|hopper dredger|function: removing sediment|170
6478|drilling ship|equipment: mud system|170
6479|hopper dredger|function: transport sediment|170
6480|hopper dredger|function: remove sediment|170
6481|hopper dredger|function: removing debris|170
6482|hopper dredger|function: extracting sediment|170
6483|hopper dredger|function: remove debris|170
6484|hopper dredger|function: removing silt|170
6485|hopper dredger|operation: discharging sediment|170
6486|hopper dredger|operations: sediment removal|170
6487|hopper dredger|function: moving sediment|170
6488|hopper dredger|usage: harbor maintenance|171
6489|hopper dredger|uses: harbor maintenance|171
6490|tugboat|used for: cleaning waterways|171
6491|hopper dredger|used for: renovating waterway|171
6492|hopper dredger|used for: maintaining waterways|171
6493|hopper dredger|used for: waterway construction|171
6494|hopper dredger|function: dredging waterways|171
6495|canal lock|used for: waterway maintenance|171
6496|hopper dredger|used for: waterway maintenance|171
6497|hopper dredger|used for: waterway management|171
6498|hopper dredger|function: dredge waterways|171
6499|hopper dredger|used for: waterway cleaning|171
6500|hopper dredger|used for: harbor maintenance|171
6501|pusher tug|used for: harbor maintenance|171
6502|hopper dredger|function: deepen waterways|171
6503|hopper dredger|usage: waterway construction|171
6504|hopper dredger|function: clearing waterways|171
6505|waterway junction|function: water traffic control|171
6506|hopper dredger|used for: port maintenance|171
6507|tugboat|used for: cleaning harbors|171
6508|ship hold|design: pumps|172
6509|chemical tanker ship|features: pumps and valves|172
6510|petroleum pipeline|operation: pumps|172
6511|canal lock|mechanism: pumps|172
6512|canal lock gate|mechanism: pumps|172
6513|petroleum tanker ship|features: pumps|172
6514|tank car|features: pumps|172
6515|water transportation system|features: pumps|172
6516|petroleum product pipeline|functionality: pumping|172
6517|fire engine|type: pump|172
6518|canal lock|components: pumps|172
6519|canal lock gate|components: pumps|172
6520|hopper dredger|components: pumps|172
6521|drilling ship|equipment: oil pumps|172
6522|canal lock|mechanism: pumps and valves|172
6523|canal lock|parts: pumps|172
6524|electric motor|used in: pump|172
6525|hopper dredger|component: pumps|172
6526|canal lock|structure: pumps|172
6527|chemical tanker ship|structure: pumps|172
6528|water transportation system|structure: pumps|172
6529|electric motor|applications: pumps|172
6530|electric motor|used in: pumps|172
6531|canal lock|mechanism: pumps are used|172
6532|fire engine|features: pump|172
6533|fuel tank|connection: connected to pump|172
6534|water transportation system|technology: pumps|172
6535|fire engine|components: pump|172
6536|rocket engine|components: pump|172
6537|canal lock|structure: pump|172
6538|electric motor|uses: pumps|172
6539|electric motor|purpose: pumping fluid|172
6540|chemical tanker ship|equipment: pumps|172
6541|drilling ship|equipment: pumps|172
6542|fire boat|equipment: pumps|172
6543|offshore support ship|equipment: pumps|172
6544|ship register|purpose: documentation|173
6545|ship register|purpose: official document|173
6546|vehicle registration|purpose: official document|173
6547|crew list|type: official|173
6548|vehicle registration|issued by: government|173
6549|legal charge|issued by: organization|173
6550|vehicle registration|documents involved: title|173
6551|bill of lading|purpose: document of title|173
6552|bill of lading|purpose: document|173
6553|cargo manifest|purpose: document|173
6554|vehicle registration|purpose: official documentation|173
6555|vehicle registration|documents: title|173
6556|legal charge|issued by: authority|173
6557|crew list|source: official document|173
6558|vehicle registration|documents required: title|173
6559|bill of lading|features: signed by parties|173
6560|bulkhead|design: curved|174
6561|cab car|design: curved|174
6562|fishing boat|design: curved|174
6563|pier|design: curved|174
6564|railroad bridge|design: curved|174
6565|railroad track|design: curved|174
6566|road junction|design: curved|174
6567|ship deck|design: curved|174
6568|ship hull|design: curved|174
6569|spine car|design: curved|174
6570|surfaced roadway|design: curved|174
6571|vehicle wheel|design: curved|174
6572|navigation buoy|shape: conical|174
6573|outfit car|shape: curvy|174
6574|surfaced roadway|shape: bend|174
6575|water area|shape: bend|174
6576|rolling stock|design: curvy|174
6577|railroad track|structure: curved|174
6578|ship deck|structure: curved|174
6579|ship hull|structure: curved|174
6580|surfaced roadway|structure: curved|174
6581|bulkhead|shape: curved|174
6582|canal structure|shape: curved|174
6583|electric device|shape: curved|174
6584|electronic device|shape: curved|174
6585|jet airplane|shape: curved|174
6586|light fixture|shape: curved|174
6587|paved runway|shape: curved|174
6588|pier|shape: curved|174
6589|railroad track|shape: curved|174
6590|ship hatch|shape: curved|174
6591|ship hull|shape: curved|174
6592|surfaced roadway|shape: curved|174
6593|water area|shape: curved|174
6594|canal|shape: narrow|174
6595|petroleum tanker ship|shape: narrow|174
6596|water area|shape: narrow|174
6597|railroad track|shape: switchback|174
6598|railroad track|characteristics: curved|174
6599|ship deck|characteristics: curved|174
6600|ship hull|design: rounded|174
6601|bulkhead|appearance: curved|174
6602|jet airplane|shape: streamlined|174
6603|ship hull|shape: streamlined|174
6604|bulkhead|shape: angled|174
6605|ship hull|shape: angled|174
6606|railroad track|shape: switched|174
6607|canal structure|design: serpentine|174
6608|railroad track|physical appearance: curved|174
6609|container ship|shape: wide|174
6610|water area|shape: wide|174
6611|sea lane|features: bends|174
6612|sea lane|features: curves|174
6613|light fixture|shape: ornate|174
6614|transit shelter|maintenance: periodically inspected|175
6615|ship hold|maintenance: needs inspection|175
6616|liner service|operational: regular maintenance|175
6617|paved runway|maintenance: inspected regularly|175
6618|rolling stock|maintenance: inspected regularly|175
6619|ship hull|maintenance: inspected for damage|175
6620|unpaved runway|maintenance: minimal|175
6621|aid to navigation|maintenance: regularly inspected|175
6622|canal lock gate|maintenance: regularly inspected|175
6623|fixed bridge|maintenance: regularly inspected|175
6624|fuel tank|maintenance: regularly inspected|175
6625|navigation buoy|maintenance: regularly inspected|175
6626|offshore anchorage|maintenance: regularly inspected|175
6627|paved runway|maintenance: regularly inspected|175
6628|petroleum product pipeline|maintenance: regularly inspected|175
6629|port crane|maintenance: regularly inspected|175
6630|railroad bridge|maintenance: regularly inspected|175
6631|railroad track|maintenance: regularly inspected|175
6632|ship hold|maintenance: regularly inspected|175
6633|ship hull|maintenance: regularly inspected|175
6634|traffic signal|maintenance: regularly inspected|175
6635|transit shelter|maintenance: regularly inspected|175
6636|fuel tank|maintenance: needs regular checks|175
6637|hangar bay|functionality: able to provide maintenance|175
6638|railroad bridge|maintenance: has safety features|175
6639|fuel tank|maintenance: regularly filled|175
6640|fuel tank|maintenance: needs regular inspection|175
6641|crew list|maintenance: manual entry|175
6642|paved runway|maintenance: infrequently maintained|175
6643|road junction|maintenance: infrequently maintained|175
6644|surfaced roadway|maintenance: infrequently maintained|175
6645|water transportation system|maintenance: infrequently maintained|175
6646|ship compartment|maintenance: easy access|175
6647|road junction|maintenance: occasionally maintained|175
6648|jet engine|maintenance: regularly serviced|175
6649|canal lock gate|maintenance: periodically serviced|175
6650|port crane|maintenance: periodically serviced|175
6651|paved runway|maintenance: regularly maintained|175
6652|petroleum product pipeline|maintenance: regularly maintained|175
6653|railroad bridge|maintenance: regularly maintained|175
6654|railroad track|maintenance: regularly maintained|175
6655|road junction|maintenance: regularly maintained|175
6656|sea lane|maintenance: regularly maintained|175
6657|surfaced roadway|maintenance: regularly maintained|175
6658|transit shelter|maintenance: regularly maintained|175
6659|water transportation system|maintenance: regularly maintained|175
6660|fuel tank|maintenance: inspected|175
6661|ship deck|maintenance: inspected|175
6662|unpaved runway|maintenance: rarely maintained|175
6663|fuel tank|maintenance: regularly checked|175
6664|transit shelter|maintenance: frequently inspected|175
6665|animal powered vehicle|animal used: horse|176
6666|animal powered vehicle|type: horse|176
6667|animal powered vehicle|physical characteristics: pack animal|176
6668|animal powered vehicle|design: horseback|176
6669|animal powered vehicle|animal: horse|176
6670|animal powered vehicle|animal type: horse|176
6671|animal powered vehicle|features: horseback|176
6672|animal powered vehicle|event: horse show|176
6673|animal powered vehicle|type of animal: horse|176
6674|animal powered vehicle|features: hooves|176
6675|animal powered vehicle|wheel: wooden|177
6676|animal powered vehicle|wheel: metal|177
6677|vehicle wheel|types: alloy wheel|177
6678|material handling equipment|design feature: wheels|177
6679|vehicle wheel|wheel design: alloy|177
6680|vehicle wheel|types: steel wheels|177
6681|passenger railway car|equipment: wheels|177
6682|body motion|equipment: skateboard|177
6683|vehicle wheel|component: spoked|177
6684|vehicle wheel|types: bike wheel|177
6685|vehicle wheel|shape: spoked|177
6686|motor scooter|parts: handlebars|177
6687|vehicle wheel|wheel design: mag wheel|177
6688|major air carrier|operating model: hub-and-spoke|177
6689|vehicle wheel|wheel design: steel|177
6690|truck tractor|wheels: tire|177
6691|vehicle wheel|design: spoked|177
6692|vehicle wheel|structure: spoked|177
6693|body motion|equipment: skates|177
6694|transit terminal|layout: hub-and-spoke|177
6695|vehicle wheel|types: steel wheel|177
6696|vehicle wheel|types: truck wheel|177
6697|animal powered vehicle|wheels: metal|177
6698|animal powered vehicle|wheels: wooden|177
6699|dry bulk cargo|risk factors: infestation|178
6700|etiologic agent|disease caused: influenza|178
6701|etiologic agent|causes: infection|178
6702|etiologic agent|definition: infectious agent|178
6703|etiologic agent|transmission: foodborne|178
6704|etiologic agent|mechanism of action: infection|178
6705|etiologic agent|definition: disease-causing agent|178
6706|etiologic agent|definition: disease causing agent|178
6707|etiologic agent|disease causing: contagious|178
6708|etiologic agent|disease: aids|178
6709|etiologic agent|disease: influenza|178
6710|etiologic agent|disease: tuberculosis|178
6711|etiologic agent|mechanism: infection|178
6712|etiologic agent|symptoms: infection|178
6713|etiologic agent|mode of transmission: foodborne|178
6714|etiologic agent|properties: pathogenic|178
6715|etiologic agent|type: parasite|178
6716|etiologic agent|disease causing: communicable|178
6717|etiologic agent|disease causing: infectious|178
6718|etiologic agent|disease causing: infection|178
6719|etiologic agent|cause: infection|178
6720|etiologic agent|disease causing: communicable disease|178
6721|etiologic agent|type: virus|178
6722|etiologic agent|disease causing: infectious disease|178
6723|etiologic agent|definition: pathogen|178
6724|etiologic agent|disease causing: disease|178
6725|etiologic agent|disease caused: infectious disease|178
6726|etiologic agent|disease caused: malaria|178
6727|etiologic agent|disease caused: communicable disease|178
6728|etiologic agent|disease caused: tuberculosis|178
6729|etiologic agent|disease caused: infection|178
6730|dangerous goods|precautions: report incidents|179
6731|etiologic agent|prevention: social distancing|179
6732|etiologic agent|prevention: quarantine|179
6733|etiologic agent|prevention: treatment|179
6734|port embargo|form: quarantine|179
6735|etiologic agent|prevention: screening|179
6736|etiologic agent|prevention: hygiene|179
6737|port embargo|types: quarantine|179
6738|track gauge|importance: affects train capacity|180
6739|air traffic control procedure|concerns: aircraft performance|180
6740|air route|factors affecting: flight restrictions|180
6741|track gauge|importance: affects train stability|180
6742|track gauge|importance: ensures smooth train travel|180
6743|track gauge|importance: determines train size|180
6744|track gauge|impact: influences train design|180
6745|track gauge|importance: affects train speed|180
6746|track gauge|importance: allows trains to move smoothly|180
6747|track gauge|importance: influences track maintenance|180
6748|track gauge|importance: required for train operation|180
6749|track gauge|importance: influences railway operations|180
6750|track gauge|importance: determines train capacity|180
6751|track gauge|importance: determines train speed|180
6752|pier|function: serving as a tourist attraction|181
6753|railway junction|uses: tourist attraction|181
6754|standard gauge railway|uses: tourist attraction|181
6755|track gauge|uses: tourist attraction|181
6756|gallery car|usage: tourist attraction|181
6757|rail transportation system|usage: tourist attraction|181
6758|railway vehicle|usage: tourist attraction|181
6759|spine car|usage: tourist attraction|181
6760|track gauge|uses: tourist attractions|181
6761|transit route|destination: tourist attraction|181
6762|air route|destination: tourist destination|181
6763|cab car|used for: tourist attraction|181
6764|multiple track railway|used for: tourist attraction|181
6765|railway vehicle|used for: tourist attraction|181
6766|rolling stock|used for: tourist attraction|181
6767|spine car|used for: tourist attraction|181
6768|standard gauge railway|used for: tourist attraction|181
6769|train assembly|used for: tourist attraction|181
6770|port city|attractiveness: tourist attractions|181
6771|cab car|used for: tourist attractions|181
6772|dual gauge railway|used for: tourist attractions|181
6773|railroad track|used for: tourist attractions|181
6774|railway vehicle|used for: tourist attractions|181
6775|railway vehicle|use: tourist attraction|181
6776|standard gauge railway|use: tourist attraction|181
6777|canal system|importance: tourist attraction|181
6778|gallery car|found in: tourist destination|181
6779|port city|popularity: tourist attraction|181
6780|port city|tourist attractions: historic landmarks|181
6781|port city|features: tourist attractions|181
6782|canal|historical significance: tourist attraction|181
6783|transit stop|environment: touristy|181
6784|dining car|location: tourist destination|181
6785|gallery car|location: tourist destination|181
6786|port city|tourist attractions: cultural events|181
6787|port city|tourist attractions: beaches|181
6788|local transit system|function: tourist attraction|181
6789|pier|function: tourist attraction|181
6790|cab car|purpose: tourist attraction|181
6791|gallery car|purpose: tourist attraction|181
6792|local transit system|purpose: tourist attraction|181
6793|pier|purpose: tourist attraction|181
6794|railway vehicle|purpose: tourist attraction|181
6795|spine car|purpose: tourist attraction|181
6796|train assembly|purpose: tourist attraction|181
6797|railroad company|services: tourist attractions|181
6798|major air carrier|destination: popular tourist spots|181
6799|registry ton|originated from: roman empire|182
6800|cabotage|origin: latin|182
6801|registry ton|origin: latin|182
6802|containerization|origin: roman empire|182
6803|registry ton|origin: roman empire|182
6804|containerization|origin: ancient greece|182
6805|radar or sonar|applications: maritime|183
6806|long ton|context: maritime|183
6807|registry ton|context: maritime|183
6808|radar or sonar|application areas: maritime|183
6809|shipping lane|definition: nautical|183
6810|cabotage|origin: maritime|183
6811|long ton|origin: maritime|183
6812|registry ton|context: maritime industry|183
6813|long ton|historical context: common in maritime industry|183
6814|cabotage|origin: meaning 'to sail'|183
6815|registry ton|historical context: maritime|183
6816|ship register|content: ship's port|183
6817|cargo container|usage: maritime|183
6818|hoisting device|usage: maritime|183
6819|navigation light|usage: maritime|183
6820|pusher tug|usage: maritime|183
6821|radio navigation beacon|usage: maritime|183
6822|liner service|category: maritime|183
6823|registry ton|origin: coast guard|183
6824|long ton|originated from: nautical context|183
6825|organic object|sources: air|184
6826|aid to navigation|found in: air|184
6827|organic object|found in: air|184
6828|body motion|environment: air|184
6829|navigation|environment: air|184
6830|organic object|environment: air|184
6831|radar or sonar|environment: air|184
6832|taking off|environment: air|184
6833|transportation device|environment: air|184
6834|bill of lading|types: air|184
6835|cabotage|types: air|184
6836|common carrier|types: air|184
6837|contract carrier|types: air|184
6838|navigation|types: air|184
6839|navigation|field: air|184
6840|electronic signalling|physical medium: air|184
6841|aid to navigation|located at: air|184
6842|signalling|signal medium: air|184
6843|cargo container|usage: air|184
6844|cargo container|uses: air|184
6845|commercial shipping|methods: air|184
6846|navigation|context: air|184
6847|taking off|stage: air|184
6848|organic object|material: air|184
6849|organic object|interactions: with air|184
6850|cargo handling|mode: air|184
6851|commercial carrier|mode: air|184
6852|commercial shipping|mode: air|184
6853|common carrier|mode: air|184
6854|contract carrier|mode: air|184
6855|intermodal transportation|mode: air|184
6856|liner service|mode: air|184
6857|transportation device|mode: air|184
6858|transportation schedule|mode: air|184
6859|transportation system|mode: air|184
6860|navigation|domains: air|184
6861|intermodal transportation|modes: air|184
6862|atmospheric region|characteristic: thin air|184
6863|cabotage|type: air|184
6864|cargo handling|type: air|184
6865|commercial carrier|type: air|184
6866|commercial shipping|type: air|184
6867|contract carrier|type: air|184
6868|fire boat|type: air|184
6869|freighter|type: air|184
6870|intermodal transportation|type: air|184
6871|liner service|type: air|184
6872|mode of transit|type: air|184
6873|transit terminal|type: air|184
6874|transportation company|type: air|184
6875|aid to navigation|medium: air|184
6876|air route|medium: air|184
6877|electrical signalling|medium: air|184
6878|electronic signalling|medium: air|184
6879|signalling|medium: air|184
6880|transportation schedule|medium: air|184
6881|navigation|environment: land|185
6882|ship berth|environment: land|185
6883|transportation device|environment: land|185
6884|land area|definition: usable land|185
6885|bill of lading|types: land|185
6886|cabotage|types: land|185
6887|common carrier|types: land|185
6888|contract carrier|types: land|185
6889|navigation|types: land|185
6890|land area|definition: arable land|185
6891|land area|definition: inhabited land|185
6892|navigation|context: land|185
6893|waterway junction|geographical location: land|185
6894|aid to navigation|medium: land|185
6895|transportation schedule|medium: land|185
6896|cabotage|type: land|185
6897|cargo handling|type: land|185
6898|commercial carrier|type: land|185
6899|commercial shipping|type: land|185
6900|container terminal|type: land|185
6901|freighter|type: land|185
6902|intermodal transportation|type: land|185
6903|liner service|type: land|185
6904|mode of transit|type: land|185
6905|navigation light|type: land|185
6906|transit terminal|type: land|185
6907|transportation company|type: land|185
6908|ship berth|features: land|185
6909|navigation|field: land|185
6910|land area|description: usable land|185
6911|aid to navigation|location: land|185
6912|airport classification|location: land|185
6913|canal|location: land|185
6914|commercial airport|location: land|185
6915|container terminal|location: land|185
6916|deck crane|location: land|185
6917|fixed bridge|location: land|185
6918|freighter|location: land|185
6919|multiple track railway|location: land|185
6920|navigation|location: land|185
6921|navigation light|location: land|185
6922|petroleum pipeline|location: land|185
6923|petroleum product pipeline|location: land|185
6924|radar facility|location: land|185
6925|radio navigation beacon|location: land|185
6926|railroad bridge|location: land|185
6927|railroad track|location: land|185
6928|railway junction|location: land|185
6929|water area|location: land|185
6930|waterway junction|location: land|185
6931|commercial carrier|operating environment: land|185
6932|deck crane|operating environment: land|185
6933|ocean liner|route: transpacific|186
6934|major air carrier|routes: worldwide|186
6935|air route|types: transcontinental|186
6936|electrified railway|route: intercity|186
6937|passenger ship|route: intercity|186
6938|rail transportation system|route: intercity|186
6939|commercial shipping|routes: intercontinental|186
6940|major air carrier|routes: intercontinental|186
6941|commercial shipping|routes: domestic|186
6942|intermodal transportation|routes: domestic|186
6943|major air carrier|routes: domestic|186
6944|transportation company|routes: domestic|186
6945|commercial shipping|routes: international|186
6946|intermodal transportation|routes: international|186
6947|major air carrier|routes: international|186
6948|passenger ship|routes: international|186
6949|transportation company|routes: international|186
6950|air route|route network: international|186
6951|cargo ship|route: global|186
6952|commercial carrier|route: global|186
6953|commercial shipping|route: global|186
6954|container ship|route: global|186
6955|ocean liner|route: global|186
6956|vehicle carrier ship|route: global|186
6957|liner service|frequent route: international|186
6958|air route|route network: domestic|186
6959|major air carrier|routes: long-haul|186
6960|air route|route network: global|186
6961|commercial carrier|route network: global|186
6962|air route|type: transcontinental|186
6963|ocean liner|route: transoceanic|186
6964|passenger ship|route: transoceanic|186
6965|airport classification|traffic: international|186
6966|commercial shipping|routes: global|186
6967|major air carrier|routes: global|186
6968|commercial carrier|route: international|186
6969|commercial shipping|route: international|186
6970|container ship|route: international|186
6971|mode of transit|route: international|186
6972|ocean liner|route: international|186
6973|ore carrier ship|route: international|186
6974|passenger ship|route: international|186
6975|rail transportation system|route: international|186
6976|railcar carrier ship|route: international|186
6977|transportation system|route: international|186
6978|vehicle carrier ship|route: international|186
6979|major air carrier|routes: transcontinental|186
6980|trade embargo|enforcement: tariffs|187
6981|port embargo|related to: tariffs|187
6982|trade embargo|implementation: tariffs|187
6983|cabotage|regulation: tariffs|187
6984|commercial shipping|regulation: tariffs|187
6985|deck cargo|regulation: tariffs|187
