****** Processing facet_no: 0, facet: industry, facet_count: 39 ******
property 	 cluster_label
infrequent 	 2
inspected 	 2
maintained 	 2
periodically resurfaced 	 2
well-maintained 	 2
maintained by authorities 	 2
accurate records 	 2
neglected 	 2
dependent on usage 	 3
regular inspections 	 3
repair work 	 3
occasional repairs 	 3
regular inspection 	 3
regular maintenance 	 3
complex repair 	 3
updated regularly 	 3
regular oil changes 	 3
infrastructure 	 4
electric maintenance 	 5
software updates 	 5
filter replacements 	 5
****** Finished processing facet: maintenance ******


****** Processing facet_no: 24, facet: equipment, facet_count: 37 ******
property 	 cluster_label
radar 	 0
sonar 	 0
aircraft instruments 	 1
navigation systems 	 1
communication devices 	 1
communication systems 	 1
medical supplies 	 1
fire hoses 	 1
fueling systems 	 1
sensors 	 1
communication device 	 1
drilling rig 	 1
computer systems 	 1
forklifts 	 2
trailers 	 2
lights and sirens 	 2
hoists 	 2
cranes 	 3
tractors 	 3
tugs 	 3
submarine 	 3
laboratory 	 3
traps 	 3
cable 	 3
containers 	 4
vehicle 	 4
tools 	 4
nets 	 4
processors 	 4
pipes 	 4
generator 	 4
****** Finished processing facet: equipment ******


****** Processing facet_no: 25, facet: crew roles, facet_count: 3 ******
property 	 cluster_label
pilot 	 0
co-pilot 	 0
air traffic controller 	 1
****** Finished processing facet: crew roles ******


****** Processing facet_no: 26, facet: regulations, facet_count: 17 ******
property 	 cluster_label
safety protocols 	 0
standard operating procedures 	 0
safety standards 	 0
traffic rules 	 0
safety 	 0
licensing 	 1
licensing regulations 	 1
customs 	 1
aviation laws 	 2
government oversight 	 2
international law 	 2
environmental regulations 	 2
environmental 	 2
regulated by maritime authorities 	 3
subject to international regulations 	 3
****** Finished processing facet: regulations ******


****** Processing facet_no: 27, facet: category, facet_count: 11 ******
property 	 cluster_label
mode of transportation 	 0
railway vehicle 	 0
civil aviation 	 0
transportation 	 0
train 	 1
icao 	 1
vehicle 	 1
hazardous materials 	 2
iata 	 3
flammable 	 3
toxic 	 3
****** Finished processing facet: category ******


****** Processing facet_no: 28, facet: used for, facet_count: 135 ******
property 	 cluster_label
long-distance travel 	 0
long-distance hauling 	 0
business travel 	 0
long distance travel 	 0
regional flights 	 0
goods transportation 	 1
passenger transport 	 1
freight transport 	 1
transportation 	 1
law enforcement 	 1
family transportation 	 1
railway infrastructure 	 1
logistics 	 1
data transfer 	 1
international shipping 	 1
cargo transport 	 1
loading cargo 	 2
unloading cargo 	 2
unloading 	 2
daily commute 	 3
commuting 	 3
daily errands 	 3
accommodating personnel 	 3
steering 	 3
braking 	 3
navigating 	 3
trains 	 3
salvage 	 3
boating 	 3
worksite 	 3
preventing collisions 	 3
devops 	 4
microservices 	 4
measuring liquids 	 5
measuring solids 	 5
recreation 	 6
reclamation 	 6
fishing 	 7
sailing 	 7
cruise 	 7
flying 	 7
racing 	 7
camping 	 7
medical emergencies 	 8
emergency medical services 	 8
emergency response 	 8
firefighting 	 9
fighting fires 	 9
peacekeeping 	 9
marine firefighting 	 9
calculating capacity 	 10
reducing congestion 	 10
increasing efficiency 	 10
testing new technologies 	 10
evaluating environmental impact 	 10
military 	 11
warfare 	 11
military operations 	 11
aircraft navigation 	 12
marine navigation 	 12
land vehicle navigation 	 12
marine operations 	 12
flood control 	 13
rescue operations 	 13
rescue 	 13
search and rescue 	 13
shipping 	 14
maintenance 	 14
construction 	 14
standardization 	 14
communication 	 14
control 	 14
loading 	 14
logging 	 14
moving 	 14
storing goods 	 15
moving goods 	 15
carrying people 	 15
providing supplies 	 15
carrying goods 	 15
plowing fields 	 15
carrying cargo 	 15
shipping goods 	 15
carrying supplies 	 15
supporting offshore oil rigs 	 16
measuring weight of ships 	 16
calculating cargo capacity 	 16
estimating ship size 	 16
assisting larger boats 	 16
safety of mariners 	 16
harbor maintenance 	 17
construction projects 	 17
construction work 	 17
research and development 	 17
business meetings 	 17
tourist ride 	 18
tourist attraction 	 18
tourism 	 18
driving 	 19
drinking 	 19
swimming 	 19
cloud computing 	 20
mining industry 	 20
economic trade 	 20
supply chain 	 20
international trade 	 20
global trade 	 20
road trips 	 21
family road trip 	 21
weekend rides 	 21
road trip 	 21
****** Finished processing facet: used for ******


****** Processing facet_no: 29, facet: located at, facet_count: 21 ******
property 	 cluster_label
railway station 	 0
railway yard 	 0
repair shop 	 0
parking lot 	 0
offshore oil and gas fields 	 1
tracks 	 2
port 	 2
sea 	 2
vehicle 	 2
road 	 2
garage 	 2
highway 	 2
city street 	 2
ocean 	 3
coast 	 3
around earth 	 4
above earth 	 4
near earth 	 4
****** Finished processing facet: located at ******


****** Processing facet_no: 30, facet: component, facet_count: 25 ******
property 	 cluster_label
cargo 	 0
engine 	 0
carriage 	 0
wagon 	 0
rim 	 0
spoke 	 0
nozzle 	 0
rail 	 0
tie 	 0
motor 	 0
locomotive 	 1
trailer 	 2
tire 	 2
hubcap 	 2
turbine 	 2
cable 	 2
pulley wheel 	 2
tractor unit 	 3
combustion chamber 	 3
fuel pump 	 3
ballast 	 3
compressor 	 3
control system 	 3
****** Finished processing facet: component ******


****** Processing facet_no: 31, facet: operational context, facet_count: 4 ******
property 	 cluster_label
highway 	 0
freight transport 	 1
commerce 	 1
logistics 	 1
****** Finished processing facet: operational context ******


****** Processing facet_no: 32, facet: responsibility, facet_count: 20 ******
property 	 cluster_label
operating aircraft 	 0
maintaining equipment 	 0
serving passengers 	 0
ensuring safety 	 0
regulating traffic 	 0
maintaining roads 	 0
issuing licenses 	 0
safety 	 0
logistics provider 	 1
route planning 	 1
shipper 	 2
carrier 	 2
receiver 	 2
maintenance 	 2
task 	 2
project 	 2
team 	 2
individual 	 2
group 	 2
organization 	 2
****** Finished processing facet: responsibility ******


****** Processing facet_no: 33, facet: role, facet_count: 14 ******
property 	 cluster_label
team member 	 0
supervisor 	 0
middleman 	 0
passenger 	 0
moves goods 	 1
ships products 	 1
intermediary 	 2
mechanic 	 2
leader 	 3
broker 	 3
driver 	 3
communication 	 4
control 	 4
information transfer 	 4
****** Finished processing facet: role ******


****** Processing facet_no: 34, facet: credentials, facet_count: 4 ******
property 	 cluster_label
licensing 	 0
certification 	 0
training 	 1
experience 	 1
****** Finished processing facet: credentials ******


****** Processing facet_no: 35, facet: part of, facet_count: 2 ******
property 	 cluster_label
ship 	 0
boat 	 1
****** Finished processing facet: part of ******


****** Processing facet_no: 36, facet: shape, facet_count: 17 ******
property 	 cluster_label
compartmentalized 	 0
compact 	 1
portable 	 1
boxy 	 1
round 	 1
curved 	 1
flat 	 1
long 	 1
straight 	 1
rectangular 	 2
circular 	 2
cylindrical 	 2
spherical 	 2
sedan 	 3
suv 	 4
hatchback 	 5
****** Finished processing facet: shape ******


****** Processing facet_no: 37, facet: capacity, facet_count: 17 ******
property 	 cluster_label
large 	 0
voluminous 	 0
standing 	 0
holding a lot 	 0
big load 	 0
many 	 0
few 	 0
single 	 0
multiple 	 0
massive 	 0
seating 	 1
number of seats 	 1
luggage space 	 1
hundreds of railcars 	 2
measured in gallons 	 2
measured in liters 	 2
****** Finished processing facet: capacity ******


****** Processing facet_no: 38, facet: access, facet_count: 14 ******
property 	 cluster_label
via hatch 	 0
through cargo door 	 0
elevator 	 0
catwalk 	 0
ramp 	 0
stairs 	 0
ladder 	 0
entrance 	 0
difficult 	 0
exit 	 1
parking spots 	 2
hard to access 	 2
only accessible to owner 	 2
****** Finished processing facet: access ******


****** Processing facet_no: 39, facet: found in, facet_count: 9 ******
property 	 cluster_label
merchant ship 	 0
tanker 	 0
container ship 	 0
shipyards 	 0
ports 	 1
offshore oil platforms 	 2
train station 	 3
railway yard 	 3
on a train 	 3
****** Finished processing facet: found in ******


****** Processing facet_no: 40, facet: technology, facet_count: 12 ******
property 	 cluster_label
electric power 	 0
overhead wires 	 0
radio waves 	 0
computerized systems 	 0
antennae 	 1
electromagnetic 	 2
acoustic 	 2
electrified tracks 	 2
manual 	 2
mechanical 	 2
electronic 	 2
hybrid 	 2
****** Finished processing facet: technology ******


****** Processing facet_no: 41, facet: application, facet_count: 23 ******
property 	 cluster_label
aviation 	 0
naval 	 0
military 	 0
transportation 	 0
temporary road crossing 	 1
event access 	 2
weather forecasting 	 3
disaster response 	 3
space exploration 	 3
scientific research 	 3
wind turbines 	 3
furniture 	 4
everyday life 	 4
electric vehicles 	 4
industrial machinery 	 4
home appliances 	 4
construction 	 5
shipping 	 5
science 	 5
business 	 5
industry 	 5
****** Finished processing facet: application ******


****** Processing facet_no: 42, facet: principle, facet_count: 2 ******
property 	 cluster_label
reflection 	 0
echo 	 1
****** Finished processing facet: principle ******


****** Processing facet_no: 43, facet: components, facet_count: 42 ******
property 	 cluster_label
receiver 	 0
processor 	 0
electric motor 	 0
processing unit 	 0
memory 	 0
railway tracks 	 1
antenna 	 2
cranes 	 2
winches 	 2
hopper 	 2
brakes 	 2
winch 	 2
engines 	 2
pumps 	 3
cable 	 3
magnet 	 3
wings 	 3
cylinders 	 3
pistons 	 3
engine 	 4
carriage 	 4
nozzle 	 4
boom 	 4
coil 	 4
brush 	 4
tail 	 4
screen 	 4
speaker 	 4
transmitter 	 5
propulsion system 	 5
compressor 	 5
combustion chamber 	 5
turbine 	 5
fuel injectors 	 5
commutator 	 6
controls panel 	 7
locomotive 	 7
cockpit 	 7
****** Finished processing facet: components ******


****** Processing facet_no: 44, facet: range, facet_count: 15 ******
property 	 cluster_label
short 	 0
long 	 0
medium 	 0
thousands of miles 	 1
short-range 	 1
long-range 	 1
transcontinental 	 2
****** Finished processing facet: range ******


****** Processing facet_no: 45, facet: resolution, facet_count: 2 ******
property 	 cluster_label
low 	 0
high 	 1
****** Finished processing facet: resolution ******


****** Processing facet_no: 46, facet: usage, facet_count: 60 ******
property 	 cluster_label
occasional 	 0
recreational 	 0
agricultural 	 0
air traffic control 	 1
naval surveillance 	 1
military 	 1
general aviation 	 1
disaster relief 	 1
emergency vehicle 	 1
carrying goods 	 2
transporting oil 	 2
transporting chemicals 	 2
transporting food 	 2
storing perishable items 	 2
preserving food for longer 	 2
specialized 	 3
generates electricity 	 3
heats homes 	 3
measuring 	 3
weighing 	 3
calculating 	 3
driving 	 3
parking 	 3
outdoor 	 4
indoor 	 4
industrial 	 4
daily 	 5
construction 	 5
ocean 	 5
land 	 5
air 	 5
warehouse 	 5
factory 	 5
construction site 	 5
shipyard 	 5
personal 	 5
professional 	 5
moving heavy loads 	 6
fuels vehicles 	 6
for crew and passengers 	 6
for cargo and supplies 	 6
used in database design 	 7
used in data modeling 	 7
weather monitoring 	 8
shipping 	 8
logistics 	 8
supply chain 	 8
event 	 8
commercial 	 8
commerce 	 8
industry 	 8
entertainment 	 8
education 	 8
****** Finished processing facet: usage ******


****** Processing facet_no: 47, facet: height, facet_count: 1 ******
facet_count: 1, less than 2; ignoring facet
****** Processing facet_no: 48, facet: staff, facet_count: 8 ******
property 	 cluster_label
controllers 	 0
processors 	 0
air traffic controllers 	 1
fishermen 	 2
captain 	 2
meteorologists 	 2
****** Finished processing facet: staff ******


****** Processing facet_no: 49, facet: responsibilities, facet_count: 24 ******
property 	 cluster_label
aircraft safety 	 0
aircraft separation 	 0
security 	 1
law enforcement 	 1
tax collection 	 1
public infrastructure 	 1
tracks packages 	 2
liability 	 2
chartering 	 2
cargoes 	 2
negotiating 	 2
handles claims 	 3
safety 	 3
fairness 	 3
booking 	 3
communicating 	 3
representing 	 3
ensures delivery 	 4
building and maintaining roads 	 4
regulating traffic 	 4
ensuring public safety 	 4
traffic flow management 	 5
flight planning 	 5
weather forecasting 	 5
****** Finished processing facet: responsibilities ******


****** Processing facet_no: 50, facet: material, facet_count: 69 ******
property 	 cluster_label
fiberglass 	 0
plastic 	 0
rubber 	 0
aluminum 	 0
buoyant material 	 0
asphalt 	 0
concrete 	 0
wood 	 1
metal 	 1
glass 	 1
steel 	 1
iron 	 1
ores 	 1
grains 	 2
minerals 	 2
gravel 	 2
****** Finished processing facet: material ******


****** Processing facet_no: 51, facet: crew, facet_count: 16 ******
property 	 cluster_label
few 	 0
many 	 0
single 	 0
trained 	 0
paramedics 	 1
firefighters 	 1
police officers 	 1
scientists 	 2
engineers 	 2
researchers 	 2
rescue team 	 3
skilled 	 3
experienced 	 3
multinational 	 4
****** Finished processing facet: crew ******


****** Processing facet_no: 52, facet: mode, facet_count: 36 ******
property 	 cluster_label
air 	 0
land 	 0
sea 	 0
ship 	 0
boat 	 0
rail 	 0
bus 	 0
train 	 0
road 	 0
water 	 0
car 	 0
bicycle 	 0
motorcycle 	 0
canal 	 1
subway 	 2
airplane 	 3
barge 	 4
ferry 	 4
by sea 	 4
by land 	 4
by air 	 4
lock 	 5
public 	 5
private 	 5
****** Finished processing facet: mode ******


****** Processing facet_no: 53, facet: services, facet_count: 34 ******
property 	 cluster_label
distribution 	 0
storage 	 0
booking 	 0
boarding 	 0
logistics 	 1
warehousing 	 1
transportation 	 1
arranging cargo 	 1
providing insurance 	 1
handling logistics 	 1
security screening 	 1
food and drink 	 1
check-in 	 2
taxi stand 	 2
parking lot 	 2
parking 	 2
flights 	 3
public transportation 	 3
bus schedules 	 3
train schedules 	 3
flight information 	 3
restrooms 	 4
waiting area 	 4
information desk 	 4
air freight 	 5
sea freight 	 5
land transportation 	 5
****** Finished processing facet: services ******


****** Processing facet_no: 54, facet: traffic, facet_count: 8 ******
property 	 cluster_label
busiest 	 0
low 	 1
medium 	 1
high 	 1
major 	 1
heavy 	 1
busy 	 1
congested 	 2
****** Finished processing facet: traffic ******


****** Processing facet_no: 55, facet: facilities, facet_count: 27 ******
property 	 cluster_label
terminal 	 0
hangar 	 0
airport 	 0
shops 	 0
stairs 	 0
restaurants 	 0
control tower 	 1
waiting area 	 1
food court 	 1
baggage claim 	 1
runway 	 2
food and beverage 	 2
retail shops 	 2
lounges 	 2
docks 	 2
warehouses 	 2
cranes 	 2
restrooms 	 2
pay machines 	 2
ticket counter 	 3
security check 	 3
elevators 	 4
****** Finished processing facet: facilities ******


****** Processing facet_no: 56, facet: management, facet_count: 10 ******
property 	 cluster_label
public 	 0
private 	 0
government 	 1
authority 	 1
public-private partnership 	 2
private company 	 3
airport authorities 	 3
airlines 	 3
security personnel 	 3
****** Finished processing facet: management ******


****** Processing facet_no: 57, facet: use, facet_count: 19 ******
property 	 cluster_label
oil and gas industry 	 0
construction industry 	 0
maritime industry 	 0
industrial 	 0
military 	 0
training 	 1
research 	 1
commercial 	 1
recreational flying 	 2
recreational 	 2
emergency landing 	 3
small aircraft 	 3
passenger travel 	 3
cargo transport 	 3
residential 	 4
private use 	 4
for navigation 	 4
for customs 	 4
for insurance 	 4
****** Finished processing facet: use ******


****** Processing facet_no: 58, facet: action, facet_count: 3 ******
property 	 cluster_label
come 	 0
reach 	 0
get to 	 1
****** Finished processing facet: action ******


****** Processing facet_no: 59, facet: place, facet_count: 3 ******
property 	 cluster_label
destination 	 0
location 	 0
spot 	 1
****** Finished processing facet: place ******


****** Processing facet_no: 60, facet: time, facet_count: 3 ******
property 	 cluster_label
soon 	 0
later 	 1
now 	 2
****** Finished processing facet: time ******


****** Processing facet_no: 61, facet: transportation, facet_count: 6 ******
property 	 cluster_label
by car 	 0
by plane 	 0
by train 	 0
railway 	 0
freight 	 1
cargo 	 2
****** Finished processing facet: transportation ******


****** Processing facet_no: 62, facet: status, facet_count: 3 ******
property 	 cluster_label
expected 	 0
early 	 0
delayed 	 1
****** Finished processing facet: status ******


****** Processing facet_no: 63, facet: number of tracks, facet_count: 1 ******
facet_count: 1, less than 2; ignoring facet
****** Processing facet_no: 64, facet: characteristics, facet_count: 84 ******
property 	 cluster_label
heavy 	 0
long 	 0
ordered 	 0
slow 	 0
strong 	 0
large 	 0
blue 	 0
deep 	 0
wide 	 0
thin 	 0
hot 	 0
busy 	 0
popular 	 0
changing 	 0
limits 	 0
unordered 	 1
silent 	 1
stable 	 1
conscious 	 1
visible 	 1
commercial 	 1
cold 	 1
variable 	 1
interactive 	 1
flexible 	 2
deliberate 	 2
purposive 	 2
long-range 	 2
radioactive 	 2
electronic 	 2
noisy 	 2
wide adoption 	 2
industrial 	 2
touristy 	 2
experienced 	 2
knowledgeable 	 2
more stable 	 2
visible from distance 	 2
colored 	 2
narrow 	 2
spacious interior 	 2
measurable 	 2
growing 	 2
prohibits 	 2
regulates 	 2
adaptable 	 3
durable 	 3
trustworthy 	 3
reliable 	 3
unreliable 	 3
tall 	 3
compatible with most trains 	 4
heavy load capacity 	 4
larger track width 	 4
better for heavy loads 	 4
aiding night navigation 	 4
wavy 	 5
shallow 	 5
colorless 	 5
thick 	 5
sheltered 	 5
deep water 	 5
big wheels 	 6
large cab 	 6
good suspension 	 6
high efficiency 	 7
low noise 	 7
high reliability 	 7
highly directional 	 8
highly reactive 	 8
non-reactive 	 8
powerful 	 9
slow speed 	 9
strong engine 	 9
powerful engine 	 9
****** Finished processing facet: characteristics ******


****** Processing facet_no: 65, facet: advantages, facet_count: 15 ******
property 	 cluster_label
portability 	 0
high power-to-weight ratio 	 1
security 	 2
cost-effective 	 2
flexible 	 2
efficient 	 2
fast 	 2
increased capacity 	 3
improved safety 	 3
efficiency 	 3
environmentally friendly 	 3
increased efficiency 	 3
reduced congestion 	 4
reduced costs 	 4
reduced environmental impact 	 4
****** Finished processing facet: advantages ******


****** Processing facet_no: 66, facet: disadvantages, facet_count: 10 ******
property 	 cluster_label
higher cost 	 0
overhead 	 0
limited capacity 	 0
weather dependent 	 0
complex engineering 	 1
vulnerable to piracy 	 2
complexity 	 3
noisy 	 3
polluting 	 3
complex 	 3
****** Finished processing facet: disadvantages ******


****** Processing facet_no: 67, facet: infrastructure, facet_count: 32 ******
property 	 cluster_label
freight yards 	 0
harbor 	 1
large dock 	 1
deep water 	 1
waterway 	 1
highway 	 1
freeway 	 1
seaport 	 1
railway 	 1
bus station 	 1
port 	 2
dock 	 2
track 	 2
road 	 2
bridge 	 2
tracks 	 2
stations 	 2
bridges 	 2
airport 	 2
traffic light 	 3
stop sign 	 3
docks 	 4
warehouses 	 4
tunnel 	 4
cranes 	 4
tunnels 	 4
canal network 	 5
loading facility 	 5
road network 	 5
****** Finished processing facet: infrastructure ******


****** Processing facet_no: 68, facet: efficiency, facet_count: 9 ******
property 	 cluster_label
energy consumption 	 0
energy conversion 	 0
speed 	 1
capacity 	 1
high 	 1
low 	 1
highly efficient 	 2
high torque 	 2
low emissions 	 2
****** Finished processing facet: efficiency ******


****** Processing facet_no: 69, facet: types of vessels, facet_count: 5 ******
property 	 cluster_label
freighter 	 0
passenger liner 	 1
ferry 	 2
yacht 	 2
sailboat 	 2
****** Finished processing facet: types of vessels ******


****** Processing facet_no: 70, facet: definition, facet_count: 34 ******
property 	 cluster_label
transportation service 	 0
public utility 	 0
provider of public transportation 	 0
isolating process 	 0
domestic shipping 	 0
freight 	 0
12 inches by 12 inches by 12 inches 	 1
packing code into container 	 2
collection of unique items 	 2
group of objects 	 2
collection of ships 	 2
permission to operate 	 2
distance between rails 	 2
two different gauges 	 2
compatible trains 	 2
route for ships 	 2
connecting sea and sea 	 2
allowing ships to pass 	 2
used for international trade 	 3
moving goods or people using multiple modes 	 3
combining different transportation methods 	 3
restriction on ships entering or leaving a port 	 3
railway track 	 4
navigable waterway 	 4
narrow waterway 	 4
portability 	 5
oversight 	 5
control 	 5
direction 	 5
3-dimensional space 	 6
carbon-based molecule 	 6
non-metallic 	 6
not containing hydrogen 	 6
property that depends on another property 	 7
****** Finished processing facet: definition ******


****** Processing facet_no: 71, facet: mode of transportation, facet_count: 10 ******
property 	 cluster_label
air 	 0
land 	 0
sea 	 0
rail 	 0
rocket 	 0
fast 	 0
airplane 	 1
spaceship 	 1
long distance 	 2
****** Finished processing facet: mode of transportation ******


****** Processing facet_no: 72, facet: examples, facet_count: 16 ******
property 	 cluster_label
airlines 	 0
shipping companies 	 0
bus companies 	 0
railroads 	 0
chariot 	 1
plow 	 1
sugar 	 1
bacteria 	 1
telephone signal 	 2
internet signal 	 2
radio signal 	 2
cart 	 3
fat 	 3
protein 	 3
tree 	 3
worm 	 3
****** Finished processing facet: examples ******


****** Processing facet_no: 73, facet: types, facet_count: 33 ******
property 	 cluster_label
docker 	 0
lxc 	 1
finite set 	 2
infinite set 	 2
empty set 	 2
universal set 	 2
legislative 	 3
executive 	 3
judicial 	 3
standard gauge 	 4
broad gauge 	 4
narrow gauge 	 4
narrower gauge 	 4
dual gauge railway 	 5
dual gauge track 	 5
dual gauge line 	 5
single lock 	 6
double lock 	 6
rkt 	 7
fairway 	 7
strait 	 7
flight of locks 	 7
truck and rail 	 7
truck and sea 	 7
truck and air 	 7
rail and sea 	 7
air and rail 	 7
buoy 	 7
beacon 	 7
anchorage zone 	 7
channel 	 8
dependent 	 8
independent 	 8
****** Finished processing facet: types ******


****** Processing facet_no: 74, facet: typical load, facet_count: 3 ******
property 	 cluster_label
containers 	 0
cars 	 1
heavy machinery 	 2
****** Finished processing facet: typical load ******


****** Processing facet_no: 75, facet: railway usage, facet_count: 3 ******
property 	 cluster_label
main line 	 0
branch line 	 0
industrial rail 	 1
****** Finished processing facet: railway usage ******


****** Processing facet_no: 76, facet: power source, facet_count: 12 ******
property 	 cluster_label
battery 	 0
electricity 	 0
rechargeable 	 0
electric 	 0
chemical energy 	 0
solar 	 1
combustion 	 2
****** Finished processing facet: power source ******


****** Processing facet_no: 77, facet: uses, facet_count: 16 ******
property 	 cluster_label
fuels cars 	 0
powers airplanes 	 0
makes plastic 	 0
heats homes 	 0
mathematics 	 1
computer science 	 1
data analysis 	 1
transportation 	 1
industry 	 1
energy production 	 2
building ships 	 2
repairing ships 	 2
loading cargo 	 2
off-road driving 	 3
towing 	 3
daily driving 	 3
****** Finished processing facet: uses ******


****** Processing facet_no: 78, facet: properties, facet_count: 11 ******
property 	 cluster_label
toxic 	 0
corrosive 	 0
non-volatile 	 0
finite 	 1
infinite 	 1
volatile 	 1
high viscosity 	 2
low volatility 	 2
flammable 	 3
soluble 	 3
insoluble 	 3
****** Finished processing facet: properties ******


****** Processing facet_no: 79, facet: origin, facet_count: 12 ******
property 	 cluster_label
extracted from oil 	 0
formed from crude oil 	 0
registry of shipping 	 1
maritime industry 	 1
united kingdom 	 1
imperial system 	 1
environmental 	 2
animal 	 2
human 	 2
nature 	 2
earth 	 2
soil 	 2
****** Finished processing facet: origin ******


****** Processing facet_no: 80, facet: forms, facet_count: 3 ******
property 	 cluster_label
liquid 	 0
gas 	 0
solid 	 0
****** Finished processing facet: forms ******


****** Processing facet_no: 81, facet: operating conditions, facet_count: 2 ******
property 	 cluster_label
open waters 	 0
harsh weather 	 1
****** Finished processing facet: operating conditions ******


****** Processing facet_no: 82, facet: relations, facet_count: 3 ******
property 	 cluster_label
subset 	 0
equal 	 0
superset 	 1
****** Finished processing facet: relations ******


****** Processing facet_no: 83, facet: security, facet_count: 13 ******
property 	 cluster_label
mooring lines 	 0
fenders 	 0
tugboats 	 0
vulnerable 	 0
cameras 	 0
guards 	 0
locked doors 	 1
security personnel 	 1
screening 	 1
id checks 	 1
customs 	 1
security gates 	 1
protected 	 2
****** Finished processing facet: security ******


****** Processing facet_no: 84, facet: jurisdiction, facet_count: 6 ******
property 	 cluster_label
city 	 0
state 	 0
country 	 0
national 	 1
local 	 2
****** Finished processing facet: jurisdiction ******


****** Processing facet_no: 85, facet: authority level, facet_count: 3 ******
property 	 cluster_label
medium 	 0
high 	 1
low 	 1
****** Finished processing facet: authority level ******


****** Processing facet_no: 86, facet: process, facet_count: 9 ******
property 	 cluster_label
unloading 	 0
transporting 	 0
storing 	 0
lifting off 	 0
gaining altitude 	 1
loading 	 2
ascending 	 2
online 	 2
in-person 	 2
****** Finished processing facet: process ******


****** Processing facet_no: 87, facet: unit, facet_count: 9 ******
property 	 cluster_label
ounce 	 0
gram 	 0
ton 	 0
cubic meter 	 1
litre 	 1
gallon 	 1
kilogram 	 1
pound 	 1
****** Finished processing facet: unit ******


****** Processing facet_no: 88, facet: dimension, facet_count: 3 ******
property 	 cluster_label
length cubed 	 0
square 	 1
cubic 	 1
****** Finished processing facet: dimension ******


****** Processing facet_no: 89, facet: conversion, facet_count: 8 ******
property 	 cluster_label
dependent on density 	 0
can be converted to weight 	 1
equal to 1728 cubic inches 	 1
equal to 28.316 liters 	 1
2240 pounds 	 1
1.12 tons 	 1
convertible 	 2
non-convertible 	 2
****** Finished processing facet: conversion ******


****** Processing facet_no: 90, facet: common examples, facet_count: 3 ******
property 	 cluster_label
swimming pool 	 0
bathtub 	 1
water bottle 	 1
****** Finished processing facet: common examples ******


****** Processing facet_no: 91, facet: elements, facet_count: 3 ******
property 	 cluster_label
goal 	 0
means 	 1
motivation 	 2
****** Finished processing facet: elements ******


****** Processing facet_no: 92, facet: operated by, facet_count: 13 ******
property 	 cluster_label
driver 	 0
government 	 0
conductor 	 1
engineer 	 1
mechanic 	 1
mechanics 	 1
marine engineers 	 2
shipping company 	 2
port authority 	 2
fire department 	 2
skilled operators 	 3
coast guard 	 3
volunteer crew 	 3
****** Finished processing facet: operated by ******


****** Processing facet_no: 93, facet: steps, facet_count: 4 ******
property 	 cluster_label
planning 	 0
implementation 	 1
monitoring 	 1
evaluation 	 1
****** Finished processing facet: steps ******


****** Processing facet_no: 94, facet: actors, facet_count: 7 ******
property 	 cluster_label
bureaucracy 	 0
government 	 1
enforcement agencies 	 1
traffic police 	 1
traffic lights 	 1
road signs 	 1
drivers 	 1
****** Finished processing facet: actors ******


****** Processing facet_no: 95, facet: mechanisms, facet_count: 8 ******
property 	 cluster_label
laws 	 0
regulations 	 1
standards 	 1
compliance 	 1
stop signs 	 2
traffic lights 	 2
yield signs 	 2
roundabouts 	 2
****** Finished processing facet: mechanisms ******


****** Processing facet_no: 96, facet: colors, facet_count: 3 ******
property 	 cluster_label
red 	 0
yellow 	 1
green 	 1
****** Finished processing facet: colors ******


****** Processing facet_no: 97, facet: physical appearance, facet_count: 3 ******
property 	 cluster_label
tower-like structure 	 0
mounted on a pole 	 0
light-emitting device 	 1
****** Finished processing facet: physical appearance ******


****** Processing facet_no: 98, facet: history, facet_count: 25 ******
property 	 cluster_label
early aviation 	 0
ancient times 	 0
ancient 	 0
modern 	 1
adopted globally 	 1
developing 	 1
wwii 	 2
developed in 19th century 	 2
long history of use 	 2
improved in 20th century 	 2
developed in 1930s 	 2
improved in 1950s 	 2
used for freight and passenger transport 	 2
invented by rudolf diesel 	 2
first used in 1913 	 2
post-war development 	 3
important for global economy 	 3
important in maritime trade 	 3
important for industrialization 	 3
****** Finished processing facet: history ******


****** Processing facet_no: 99, facet: measurement unit, facet_count: 3 ******
property 	 cluster_label
hectare 	 0
square mile 	 0
square kilometer 	 0
****** Finished processing facet: measurement unit ******


****** Processing facet_no: 100, facet: natural feature, facet_count: 4 ******
property 	 cluster_label
mountain range 	 0
valley 	 0
plateau 	 0
desert 	 1
****** Finished processing facet: natural feature ******


****** Processing facet_no: 101, facet: human impact, facet_count: 3 ******
property 	 cluster_label
urbanization 	 0
deforestation 	 1
agriculture 	 2
****** Finished processing facet: human impact ******


****** Processing facet_no: 102, facet: driver, facet_count: 2 ******
property 	 cluster_label
trained professionals 	 0
emergency responders 	 1
****** Finished processing facet: driver ******


****** Processing facet_no: 103, facet: related actions, facet_count: 3 ******
property 	 cluster_label
landing 	 0
descending 	 0
touching down 	 1
****** Finished processing facet: related actions ******


****** Processing facet_no: 104, facet: associated emotions, facet_count: 3 ******
property 	 cluster_label
excitement 	 0
