facet_property	cluster_label
related to: stables	194
related to: horse	194
equipment: harness	194
equipment: horse whip	194
equipment: horse bridle	194
equipment: horse saddle	194
equipment: horse bit	194
equipment: bridle	194
type: pit	195
equipment: requires a pit area	195
equipment: sandpit	195
equipment: sand-digging	195
equipment: sledge	195
equipment: sand pit	195
equipment: sand	195
equipment: field	195
equipment: pit	195
gear: gearless	196
equipment: brake	196
gear: manual	196
equipment: inrun	196
features: engine	196
equipment: steering system	196
features: steering system	196
equipment: steering handles	196
equipment: steering bar	196
equipment: foil	197
equipment: foils	197
types: foil	197
style: foil	197
equipment: small sled	198
vehicle: sled	198
equipment: luge sled	198
equipment: single-person sled	198
equipment: sleigh	198
type: sled	198
equipment: sled	198
equipment: uniforms	199
equipment: uniform	199
uniform: white	199
characteristics: uniform	199
uniform: black	199
uniform: dobok	199
structure: bars	200
equipment components: bars	200
equipment used: bars	200
equipment: bars	200
equipment: parallel bars	200
parts: bars	200
equipment: bar	200
features: bars	200
equipment: jacket	201
equipment: jackets	201
equipment: singlet	201
equipment: pants	201
equipment: clothing	201
equipment: tracksuit	201
equipment: padded suit	201
equipment: warm clothing	201
equipment: mountain bike	202
vehicle: bicycle	202
distance: 40 km bike	202
equipment: handlebars	202
equipment: pedals	202
equipment: bicycle	202
rider: casual	202
distance: 40km bike	202
used for: freeriding	202
equipment: bike	202
equipment: road bike	202
used for: riding	202
mode: non-motorized	202
vehicle: cycle	202
vehicle: bike	202
used for: bmx	202
mode: pedal-powered	202
used for: motorcycle racing	202
gear: derailleur	202
type: road bike	202
type: mountain bike	202
equipment: tires	202
equipment maintenance: waxing	203
equipment maintenance: cleaning	203
equipment maintenance: sharpening	203
technique: waxing	203
maintenance: lubrication	203
maintenance: oil-based	203
maintenance: requires lubrication	203
equipment: tennis racket	204
equipment: racket	204
equipment needed: racket	204
equipment: rackets	204
equipment: tennis ball	204
equipment: badminton racket	204
equipment required: racket	204
equipment used: poles	205
equipment: poles	205
equipment: spikes	205
equipment: pole	205
equipment: track spikes	205
equipment: made of wood or fiberglass	205
equipment: stick	205
equipment required: poles	205
equipment: sticks	205
equipment required: skis	206
equipment: skis	206
equipment: snowboard	206
equipment: snowboards	206
equipment: jumping skis	206
equipment: snowboard bindings	206
equipment: snowboard boots	206
equipment: slalom skis	206
equipment: ski poles	206
equipment: snowshoes	206
equipment: skis boots	206
equipment: ski jumping equipment	206
equipment: bobsled	206
used for: downhill skiing	206
associated with: freestyle skiers	206
equipment: jumping ski	206
used for: skiing	206
used for: snowboarding	206
used for: riding on snow	206
used for: riding down snow	206
used for: riding snow	206
equipment: requires specialized skis and boots	206
equipment: ski jumping skis	206
equipment: skiing equipment	206
equipment: ski	206
equipment: cross-country skis	206
equipment: bobsleigh	206
equipment used: skis	206
equipment: ski suit	206
equipment used: snowboard	206
used for: freestyle skiing	206
type: bouncing	207
skills: tumbling passes with twists	207
purpose: for tumbling	207
skills: tumbling passes	207
skills: cartwheel	207
equipment: tumbling	207
performance: tumbling passes	207
equipment skills: tumbling	207
movement: tumbling passes	207
type: tumbling	207
features: high bounce	207
skills: tumbling	207
gymnastics skill: swings	207
equipment: clubs	208
equipment used: clubs	208
type: club	208
equipment: club	208
equipment used: club	208
equipment: ribbon	209
equipment used: ribbons	209
equipment: string	209
equipment used: ribbon	209
equipment: ribbons	209
equipment: beam	210
equipment used: beam	210
equipment: plastron	210
equipment: spring floor	211
equipment used: spring floor	211
equipment used: floor	211
target: target ring	212
equipment: hoops	212
equipment used: hoop	212
equipment used: hoops	212
equipment: hoop	212
equipment used: ice skates	213
equipment: skate	213
equipment: ice skates	213
equipment: hockey stick	213
equipment: ice rink	213
equipment: puck	213
equipment: speed skates	213
equipment: skates	213
equipment: figure skates	213
used for: skating	213
competition: fina event	214
example: synchronized swimming	214
event: team diving	214
event: competitive diving	214
rules: divers perform synchronized routine	214
example: synchronized dance routine	214
event: synchronized diving	214
event: synchronized swimming	214
competition level: olympic level	215
event: summer olympics	215
type: olympic festival	215
competition: olympic games	215
competition level: olympics	215
competition: olympic event	215
competition: olympics	215
events: olympic event	215
competition: olympic	215
events: olympic	215
olympic event: no	215
olympic event: yes	215
events: olympic games	215
events: olympics	215
type of event: olympic sport	215
type: olympic event	215
event: common in olympic games	215
events: olympic sport	215
competitions: olympic games	215
category: olympic event	215
olympic event: individual event	215
type: olympic games	215
event: commonly held at olympics	215
popular events: olympics	215
type: olympic	215
competitions: olympics	215
event type: olympic	215
olympic inclusion: summer games	215
organized by: olympic games	215
held at: olympic games	215
event: olympics	215
held at: olympic stadium	215
held at: olympic village	215
event: olympic games	215
event: olympic sport	215
event: held at the olympics	215
olympic event: olympic games	215
duration: olympic cycle	215
international competitions: olympic games	215
event: olympic event	215
event: olympic competition	215
olympic event: men's and women's	215
event: olympic	215
hosted in: olympic city	215
olympic event: since 1912	215
olympic event: since 1960	215
organized by: international olympic committee	215
competition: team events	216
event: team-based	216
event: team competition	216
rules: team competition	216
categories: team event	216
format: team event	216
events: team events	216
events: team event	216
event: team event	216
competition format: individual event	216
competition format: team events	216
competition format: individual events	216
competition format: team competitions	216
events: team competition	216
competition format: team event	216
event: team all-around	216
competition format: team finals	216
competition: horse show	217
competition: dressage	217
activity: horse showing	217
event: horse show	217
competition: horse racing	217
events: equestrian	217
activity: horse competition	217
event: horse race	217
event: horse racing	217
event: horse competition	217
event: horse jumping	217
event: ride	218
events: tour	218
style: touring	218
event: tour	218
event type: cross-country skiing	219
event: classic skiing	219
event: speed skiing	219
event: biathlon	219
event types: bobsleigh	219
speed: fastest event in alpine skiing	219
event structure: second cross-country skiing	219
event structure: first ski jumping	219
event types: skiing	219
event type: speed skating	219
event: freestyle skiing	219
event type: ski jumping	219
events: ski jumping	219
events: cross-country skiing	219
type of event: alpine skiing	219
events: snowboarding	219
events: bobsleigh	219
events: skiing	219
event: luge	219
length: longer than ski jumping	219
event: bobsleigh	219
format: multiple skiers start simultaneously	219
event: cross-country skiing	219
event: downhill skiing	219
events: long-distance running	220
type: long-distance running event	220
distance: 10km run	220
event type: running	220
distance: 10 km run	220
duration: multi-run	220
definition: 1500m run	220
distance: marathon	220
event type: trail running	220
type: marathon	220
definition: marathon	220
competitions: marathon	220
event: single run	220
event type: road running	220
event: marathon run	220
events: marathon	220
famous events: marathon	220
racing: marathons	220
type: endurance event	220
events: marathons	220
event duration: sprint	220
event duration: marathon	220
event: running	220
racing: marathon	220
event: marathon	220
events: running	220
events: marathon running	220
technique: vault	221
events: vault	221
event: vault	221
event type: charity	222
event: organized	222
event type: cultural	222
event: professional	222
held at: outdoor venues	222
event format: individual	222
event format: mixed	222
event: organized by city	222
events: local	222
context: public occasion	222
event: monthly	222
events: slalom	223
course: slalom	223
events: individual large hill	223
events: team normal hill	223
events: individual normal hill	223
events: giant slalom	223
gates: more gates than slalom	223
discipline: giant slalom	223
course: giant slalom	223
event components: slalom	223
event type: combination of downhill and slalom skiing	223
event: combined downhill	223
event: alpine combined	223
event: combined slalom	223
event: giant slalom	223
distance: longer than slalom	223
event: slalom	223
event: balance beam	224
gymnastics event: trampoline	224
event: uneven bars	224
event: rhythmic gymnastics	224
events: balance beam	224
gymnastics event: men's gymnastics	224
event: gymnastics routine	224
gymnastics event: rhythmic gymnastics	224
purpose: gymnastics competition	224
event: gymnastics meet	224
event: team balance beam	224
event: team floor	224
event: team vault	224
event: trampoline	224
purpose: gymnastics	224
event: team uneven bars	224
events: gymnastics competition	224
competition: gymnastics championships	224
event: gymnastics competition	224
purpose: to compete in gymnastics	224
events: uneven bars	224
gymnastics event: women's gymnastics	224
events: gymnastics	224
gymnastics event: olympic gymnastics	224
gymnastics event: artistic gymnastics	224
gymnastics event: olympic event	224
event type: gymnastics	224
gymnastics event: women's artistic gymnastics	224
gymnastic event: rhythmic gymnastics	224
event: artistic gymnastics	224
events: compulsory figures	224
gymnastic event: trampoline	224
gymnastics: gymnastics event	224
event: gymnastics	224
gymnastic event: artistic gymnastics	224
event: sport	225
event: individual event	225
event: synchronized	225
event: all-around	225
events: solo	225
events: pairs	225
events: individual events	225
event: short distance	225
event: individual events	225
events: finish line	225
type: individual event	225
events: individual all-around	225
competition: held at track and field events	226
events: athletics	226
competition: part of decathlon	226
sport: track and field	226
famous events: decathlon	226
track and field: distance event	226
definition: ten track and field events	226
type: track and field event	226
definition: track and field event	226
event: indoor track	226
event: track and field	226
track and field: athletic event	226
type: track and field	226
field: track	226
track and field: olympic sport	226
event type: track running	226
events: track and field	226
event: athletics	226
format: multiple athletes start simultaneously	226
sport: decathlon	226
definition: track and field	226
event type: track and field	226
categories: track and field	226
event: track	226
event type: running competition	226
event type: track event	226
definition: 10-event track and field competition	226
event: part of decathlon	226
event type: distance running	226
sports: track and field	226
event type: sprinting	226
event: held at track and field competitions	226
events: team pursuit	227
event format: head-to-head racing	227
event: race	227
type of race: timed	227
event format: time trials	227
racing: sprints	227
event: mass start	227
competition format: race	227
event format: racing	227
races: olympics	227
racing: sprint	227
events: cycling	227
event type: race	227
racing: distance	227
event type: heats	227
event: racing	227
event type: speed event	227
event types: 500m	227
event: competitive	228
events: multi-event	228
events: short program	228
event type: x games	228
event type: qualifying	228
type: competitive event	228
competitions: individual	228
events: x games event	228
events: cup competitions	228
event type: competition	228
duration: long competition	228
activity: competition	228
category: competition	228
competition format: timed	228
competition: individual events	228
format: individual event	228
competition format: event order	228
type: competition	228
events: four-man	228
events: event finals	228
competition: event	228
event: competition	228
event type: technical event	228
event type: competitive	228
event: competitive event	228
type: individual competition	228
event format: multiple rounds	228
events: individual competition	228
competition format: event	228
competition: x games	228
competitions: x games	228
discipline: jumping	229
event: jumping over a bar	229
type: jumping event	229
event type: jumping	229
event: jumping	229
associated activities: pull-ups	229
event: hurdling	229
discipline: show jumping	229
disciplines: jumping	229
events: hurdling	229
events: jumping	229
rules: three jumps allowed	229
event: world championship	230
popular events: grand slam	230
popular events: world championships	230
competitions: world championships	230
importance: world championship event	230
event type: world championship	230
event: national championships	230
competition: world cup	230
tournaments: world championships	230
competition: world championships	230
event: grand prix	230
competition format: world championships	230
held at: world championships	230
tournament: world championship	230
tournaments: olympics	230
type: world championships	230
events: national championship	230
events: national championships	230
type: world championship	230
events: itu triathlon world championships	230
events: world championships	230
events: x games	230
event: world championship event	230
event: world championships	230
importance: world championship	230
events: wwf	230
competitions: world championship	230
events: world championship	230
championship: world championships	230
event: championships	230
events: wwe	230
event: championship	230
events: world cup	230
competitions: world cup	230
importance: testing explosive power	231
events: field archery	231
events: target shooting	231
event format: shooting	231
event: target shooting	231
events: 3d archery	231
organized by: archery club	231
training: shooting practice	231
events: ice dance	232
format: multiple skaters start at once	232
events: pair skating	232
performed on: outdoor rink	232
events: figure skating	232
characteristics: performed on ice	232
events: free skate	232
events: ice skating	232
events: curling	232
event types: ice skating	232
format: multiple skaters start simultaneously	232
performed on: ice rink	232
events: ice hockey	232
events: discus throw	233
definition: shot put	233
equipment: discus	233
athletic disciplines: shot put	233
events: shot put	233
events: long jump	233
equipment: shot put	233
event: shot put	233
definition: javelin throw	233
definition: discus throw	233
events: pentathlon	233
events: javelin throw	233
events: 110m hurdles	234
event: sprint	234
events: distance running	234
events: individual sprint	234
events: 400m dash	234
events: 1500m run	234
events: 400m	234
events: 100m hurdles	234
events: sprint	234
events: 1500 meters	234
events: sprints	234
events: 100m dash	234
events: 1000m	234
events: 110 meters hurdles	234
definition: 400m dash	234
events: 400 meters	234
events: 1500m	234
events: 100m	234
event types: 1500m	234
events: sprinting	234
events: 100 meters	234
event types: 1000m	234
event: 100m dash	234
events: 500m	234
example: keys	235
examples: keys	235
example of: snare	236
type: snare	236
mechanism: snare	236
type: snare trap	236
examples: snare	236
uniform: shoes	237
type: sneakers	237
accessory: shoes	237
in context: shoes	237
type: shoes	237
fashion: two shoes	237
examples: shoes	237
equipment required: shoes	237
example of: shoes	237
example: shoes	237
example: shoes and socks	238
examples: shoes and socks	238
examples: socks	238
type: socks	238
example: shoe and foot	238
example: sock and foot	238
example: socks	238
types: shoe and sock	238
uniform: socks	238
behavior: hunting	239
examples: hunting	239
category: hunting	239
techniques: trapping	239
martial uses: hunting	239
players: hunters	239
type: hunting	239
martial aspects: hunting	239
example: hunting	239
examples of: spring trap	240
example of: mechanical trap	240
trap for: human	240
example of: human trap	240
examples: spring trap	240
techniques: traps	240
mechanism: spring-loaded with bait	240
type: spring trap	240
examples of: rube goldberg trap	240
example of: spring trap	240
examples of: bear trap	241
examples: bear trap	241
trap for: small animal	241
trap for: large animal	241
example of: bear trap	241
type: ambush	241
example of: animal trap	241
fame: inspirational story	242
fame: inspiration to others	242
reputation: inspiration	242
fame: worldwide recognition	242
importance: legendary	242
importance: iconic	242
reputation: hero	242
fame: local hero	242
fame: local celebrity	242
fans: supportive	243
fans: enthusiastic	243
role: fans	243
fans: passionate	243
fans: loyal	243
players: motivated	243
role: fan	243
condition: bumpy	244
surface feature: pavement cracks	244
feature: large bumps	244
definition: small, rounded bumps on a ski run	244
features: bumps	244
course features: bumps	244
features: chicanes	245
surface feature: potholes	245
features: junctions	245
course: tunnels	245
features: gulches	245
features: gullies	245
features: high-capacity magazine	246
features: magazine	246
features: high capacity magazine	246
components: magazine	246
features: bouncy	247
characteristics: bouncy	247
structure: bouncy	247
material: springy material	248
features: springy	248
structure: springy	248
characteristics: springy	248
characteristics: scaly	248
material: springy	248
features: enclosures	249
structure: perimeter	249
used for: partitioning space	249
features: enclosure	249
type: physical barrier	249
used for: partition	249
type: barrier	249
surface: springy	250
features: non-slip surface	250
features: springy surface	250
feature: springy surface	250
features: strong hull	251
features: narrow hull	251
design: long hull	251
hull shape: v-shaped	251
hull shape: flat bottom	251
features: single hull	251
features: hull	251
features: strong keel	251
design: shallow draft	251
features: heavy keel	251
features: sturdy hull	251
characteristics: easy to handle	252
features: easy to carry	252
features: small engine	252
portability: compact	252
portability: easy to carry	252
features: easy to handle	252
features: easy to transport	252
component: seat	253
features: has a raised seat	253
features: comfortable seating	253
material: rigid	254
design: sturdy	254
features: sturdy	254
characteristics: sturdy	254
size: sturdy	254
structure: strong	254
equipment: rudder	255
features: cockpit	255
features: keel	255
features: steering oar	255
features: rudder	255
features: grip	256
features: handles	256
component: handle	256
features: cornices	257
features: straights	257
features: raised edges	257
features: edge	257
features: edges	257
components: edges	257
unique feature: proboscis	258
physical characteristics: proboscis	258
body parts: proboscis	258
features: nose	258
features: proboscis	258
features: gill	258
equipment: net	259
features: net	259
features: netting	259
type: net	259
features: nets	259
usage: financial	260
usage: bank	260
industry: financial	260
features: banks	260
features: transaction management	260
features: banking	260
category: banking	260
application: financial transactions	260
associated with: banks	260
used for: banking	260
associated with: banking	260
applications: financial transactions	260
example: banking system	260
features: lanes	261
location: cycling lane	261
regulation: designated bike lane	261
features: pedestrian crossings	261
location: bike path	261
type: bike path	261
features: bike lanes	261
features: stock	262
features: corkscrews	262
components: stock	262
surface feature: traffic signs	263
features: signs	263
features: traffic signs	263
features: traffic lights	263
format: all-around	264
type: stationary	264
example: book and cover	264
features: foldable	264
format: hybrid	264
format: individual	264
type: ceremony	265
ceremony: award ceremony	265
award ceremony: ceremony stage	265
purpose: commemoration	265
award ceremony: ceremony	265
ceremony: parade	265
nature: ceremonial occasion	265
type: wedding	265
event: ceremony	265
ceremony: interview	265
format: ceremony	265
events: duet	266
format: solo	266
type: solo	266
judging criteria: formation	267
characteristics: reentrant	267
formation: organized by a leader	267
formation: by design	267
formation: through selection	267
formation: randomly assigned	267
formation: strategically assembled	267
formation: self-selected	267
formation: randomly selected	267
formation: by accident	267
formation: appointed by coach	267
formation: by intention	267
formation: appointed	267
used in: mountains	268
used in: mountain	268
found in: hills	268
types: alpine	268
found in: mountains	268
type: alpine	268
located at: mountain	268
found in: mountain ranges	268
types: all-mountain	268
popular in: olympic games	269
origin: olympic games	269
olympic: featured in olympics	269
olympic history: first introduced in 1924	269
popular in: olympics	269
used in: olympic games	269
related to: olympic games	269
olympic inclusion: featured in the summer olympics	269
popular at: olympics	269
common in: olympic games	269
found in: olympic games	269
olympic inclusion: included in the olympic games since 1912	269
origin: 1900 paris olympics	269
location: in a park	270
found in: backyard	270
location: in a yard	270
located at: outdoor	270
found in: outdoors	270
found in: park	270
popular in: park	270
located at: backyard	270
located at: park	270
frequency: biennially	271
frequency: regularly	271
frequency: daily	271
frequency: every four years	271
frequency: regular	271
frequency: weekly	271
frequency: biennial	271
frequency: rare	271
frequency: infrequent	271
frequency: occasional	271
frequency: occasionally	271
frequency: rarely	271
frequency: one-time	271
frequency: recurring	271
frequency: one time	271
frequency: annual	271
function: performing music	272
equipment used: music	272
career path: multi-instrumentalist	272
used for: performing music	272
used for: music performance	272
use: music performance	272
used by: performers	272
equipment: music	272
used for: performance	272
used for: performing	272
used for: support	273
function: supporting weight	273
function: support	273
purpose: support	273
parts: support	273
features: posts	273
function: for support	273
purpose: supporting	273
characteristics: support	273
role: support	273
associated with: treasure hunters	274
contents: treasures	274
definition: hidden compartment	274
location: treasure house	274
type: treasure vault	274
function: treasure storage	274
function: hide treasure	274
used for: treasure storage	274
purpose: hide treasure	274
purpose: hiding treasures	274
types: treasure chest	274
associated with: treasure hunting	274
structure: department	275
type: business	275
function: division of labor	275
usage: business	275
purpose: business	275
function: business	275
application: business use	275
category: stage	276
used in: performing arts	276
purpose: stage	276
type: stage	276
location: auditorium	276
location: theater	276
location: stage	276
definition: stage	276
function: stage for performance	276
function: stage	276
located at: stage	276
location: on a wall	277
function: for display	277
function: display device	277
purpose: displaying	277
used for: display	277
used for: displaying data	277
function: display	277
used for: displaying	277
function: displaying information	277
usage: receiving internet signals	278
connection: to a network	278
structure: wireless router	278
applications: networking	278
purpose: connecting to internet	278
connection: wired	278
used for: internet access	278
used for: connecting devices wirelessly	278
purpose: providing internet	278
function: transmit internet signals	278
function: connect devices to internet	278
usage: connect to internet	278
function: storing valuable items	279
types: safe deposit box	279
location: treasury	279
contents: valuables	279
use: store valuables	279
popular among: collectors	279
function: store valuables	279
function: safe deposit	279
function: store valuable items	279
purpose: protect valuable items	279
purpose: provide safe storage	279
purpose: protecting valuable items	279
purpose: store valuable items	279
used for: computer setup	280
functionality: allows multiple users	280
functionality: supports multiple users	280
type: digital	280
purpose: for multiple users	280
benefits: enhanced user experience	280
used in: multithreaded applications	280
application: home use	280
features: deck	281
purpose: for functionality	281
features: movable	281
function: pull-up	281
functionality: movable	281
characteristics: movable	281
functionality: fixed	281
structure: made of metal	281
type: volleyball	282
equipment: volleyball	282
equipment: volleyball court	282
game: basketball	282
equipment required: volleyball	282
played on: volleyball court	282
played in: volleyball court	282
game: volleyball	282
rules: different from indoor volleyball	282
game type: volleyball	282
rules: similar to indoor volleyball	282
sport: volleyball	282
type: indoor game	283
category: outdoor game	283
game type: outdoor	283
type: outdoor game	283
sport: indoor game	283
sport: outdoor game	283
game type: indoor sport	283
game: outdoor game	283
game duration: each quarter is 8 minutes long	284
duration: game	284
game duration: point	284
rules: game duration	284
game duration: four quarters	284
game duration: game	284
game duration: eight minutes each	284
game duration: set	284
game duration: each set has 15 points	284
rules: three sets to win	285
game duration: each quarter is eight minutes	285
game duration: best of three sets	285
game duration: best two out of three sets	285
game duration: best of five sets	285
scoring: sets	285
scoring system: sets	285
type: team sport	286
sport: team sport	286
played with: two teams	286
sport: team-based	286
type: ball game	286
events: team sports	286
game: team sport	286
played by: two teams	286
sport: team	286
played on: grass	286
game: competitive sport	286
gameplay: team sport	286
social aspect: team sport	286
played on: outdoor field	286
played with: team	286
game type: team sport	286
type: team sports	286
played on: field	286
rules: serving	287
gameplay: serving	287
playing style: serving	287
gameplay: block ball	288
equipment: handball	288
playing style: volleying	288
rules: volley	288
player skills: volley	288
gameplay: spike ball	288
rules: volleys	288
gameplay: volley	288
gameplay: power play	289
gameplay: played in pool	289
gameplay features: spiking	289
gameplay: fast breaks	289
gameplay: hit ball	289
gameplay: rebound	289
gameplay: scoring	289
scoring: games	289
scoring: based on technique	289
gameplay: spiking	289
gameplay: pass	289
gameplay: scoring goals	289
gameplay: physical contact	289
objective: score points	289
gameplay: spike	289
gameplay: passing	289
gameplay: checking	289
gameplay: scored by throwing	289
scoring: execution	289
scoring: artistry	289
scoring: style	289
objective: scoring	289
objective: scoring points	289
importance: scoring points	289
purpose: scoring	289
performance: scoring	289
rules: shooting clay targets	290
gameplay: shoot clay targets in the air	290
objective: shoot clay targets	290
rules: throwing clay targets	290
gameplay: tackling	290
gameplay: multiple shooting stations	290
gameplay: shooting	290
rules: players take turns shooting	290
gameplay: tactical	290
types: recurve	290
gameplay: physical	290
gameplay: fast-paced	290
gameplay features: digging	290
gameplay: strategic	290
gameplay: multiple targets	290
gameplay: shooting clay targets	290
gameplay: moving targets	290
mathematical concept: complete circle	291
geometry: complete circle	291
geometry: 360 degrees	291
global participation: worldwide	292
global participation: yes	292
global participation: massive	292
popular forms: wwf	292
goal: betterment	293
goals: helping	293
goal: improving	293
purpose: to improve	293
objective: improving	293
goal: improve	293
goals: success	294
goals and motivations: success	294
goals: succeeding	294
olymic event: yes	294
objective: achieve	294
objective: team victory	294
outcome: uncertain	294
goal: succeed	294
outcomes: success	294
goal: success	294
goal: achievement	294
outcome: success	294
consequences: success	294
goal: survive	294
goal: achieve	294
goal: team success	294
outcome: memorable	294
goal: overcome	294
outcome: successful	294
objective: completing	295
objective: finish	295
objective: reaching destination	295
goal: perform	295
goal: complete	295
goal: completing	295
objective: finishing	295
description: complete	295
goal: achieving a task	295
objective: solve	295
goal: finishing	295
goal: finish	295
goals: reaching destination	295
objective: complete all events	295
objective: complete	295
purpose: participate in games	296
motivation: for fun	296
outcomes: fun	296
goal: have fun	296
purpose: fun	296
outcome: fun	296
goal: having fun	296
benefits: fun	296
goal: to have fun playing	296
goal: playing together	296
characteristics: goal-directed	297
training style: self-directed	297
goal-oriented: driven by motivation	297
goal-oriented: focused on achievement	297
goal oriented: yes	297
goal oriented: often	297
goal: net	298
goal: scoring	298
goal: scoring points	298
goal: goalkeeper	298
goal: win medal	298
goal: style	298
objective: prevent opponent from scoring	298
objective: scoring goals	298
equipment: goal	298
performance: scoring goals	298
goals: scoring high	298
objective: score goals	298
objective: hit ball over net	298
objective: score goal	298
goals: supporting teammates	298
goals: scoring goals	298
objective: hit opponent's goal	298
goals: to win the championship	298
goal: qualify for the tournament	298
goals: to score	298
goal: win match	298
rules: scoring goals	298
type: goal	298
rules: hit the ball over the net	298
goals: improve strength	299
goals: improve overall fitness	299
goals: increase strength	299
goals: improved physique	299
goals: gain muscle	299
goals: increased strength	299
goals: developing skills	299
goals: lose fat	299
goals: building muscle	299
goals: increasing strength	299
goals: improving physique	299
purpose: lose weight	299
goals: improve skills	299
strategy: conserving energy	299
purpose: improve athletic performance	299
goals: building endurance	299
purpose: personal achievement	300
involves: perseverance	300
goals and motivations: self-improvement	300
aspect of life: personal growth	300
philosophy: self-improvement	300
motivation: personal achievement	300
mental aspects: building confidence	300
importance in life: fulfilling	300
purpose: self-improvement	300
achievement: overcoming adversity	300
mental aspects: overcoming fear	300
measurable progress: rewarding	300
motivation: personal fulfillment	300
motivation: for personal growth	300
impact: personal growth	300
objective: improving personal best	300
requirements: perseverance	300
motivation: team effort	300
goals: personal growth	300
practiced for: self-improvement	300
composition: organized group	301
composition: collection of individuals	301
definition: group of people	301
formation: through merger	301
group: organized group	301
structure: members	301
structure: division	301
social: community	301
composition: group of people	301
grouping: organization	301
grouping: group of people	301
type: group	301
composition: members	301
group: collection of people	301
grouping: people	301
growth and development: evolving	302
growth and development: changing	302
growth and development: growing	302
types: developed	302
features: data consistency	303
approaches: causal consistency	303
characteristics: consistent state	303
requirements: uniformity	303
guarantees: availability	303
philosophy: integrity	303
guarantees: consistency	303
features: reliability	303
guarantees: integrity	303
type: gymnastics	304
discipline: gymnastics	304
discipline: trampoline	304
discipline: men's gymnastics	304
activity: gymnastics training	304
sport: rhythmic gymnastics	304
sport: artistic gymnastics	304
gymnastics discipline: rhythmic gymnastics	304
gymnastics discipline: men's gymnastics	304
discipline: women's gymnastics	304
gymnastics discipline: women's gymnastics	304
gymnastics discipline: trampoline	304
training: gymnastics club	304
gymnastics: artistic gymnastics	304
training: gymnastics	304
sport: trampoline	304
type: artistic gymnastics discipline	304
gymnastics discipline: artistic gymnastics	304
activity: gymnastics	304
gymnastics: olympic sport	304
purpose: developing gymnastics skills	304
type: rhythmic gymnastics	304
type: artistic gymnastics	304
sport: gymnastics	304
type: uneven bars	304
popular sports: gymnastics	304
habitats: kelp forest	305
habitats: reef	305
habitat: ocean	305
features: reefs	305
habitats: coral reef	305
habitats: ocean floor	305
habitats: coral	305
types: coral	305
living things: coral	305
habitat: pond	306
water type: lake	306
domain: lake	306
habitat: lake	306
definition: lake	306
features: wetlands	306
habitats: lake	306
habitats: pond	306
habitats: estuary	306
location: lake	306
habitats: freshwater lake	306
study area: wetland	306
study area: lake	306
habitat: aquarium	306
habitats: aquarium	306
environment: lake	306
habitat: meadow	306
height: low	307
physical: height	307
size: height	307
height: measured in meters	307
height: 4.35 meters	307
features: identical height	307
height: different heights	307
dimensions: height	307
physical characteristics: height	307
height: uneven heights	307
height: measured	307
measurement: height	307
height: variable	307
measures: height	307
size: 30 feet high	307
height: 4-5 meters	307
athletes: height	307
height: varies	307
height: less than 2 inches	307
record: highest height	307
height: high	307
physical characteristics: has a height	307
height: less than 1 inch	307
size: longer than a snowboarder is tall	307
features: same height	307
height: medium	307
height: recorded by judges	307
physical attributes: tall	307
dimensions: typically 1-2 meters tall	307
height: typically over 5 meters	307
height: varies by level	307
height: recorded in centimeters	307
held every: 4 years	308
held every: 2 years	308
held annually: no	308
event: annual	308
held annually: yes	308
held annually: every 4 years	308
hosted in: different city each year	308
held every: yearly	308
frequency: held every 4 years	308
history: first held in 1912	308
held at: water park	308
history: first held in 1960	308
held in: cold climate	309
performed on: frozen lake	309
held in: winter city	309
held in: snowy place	309
held in: cold weather	309
venue: snowy field	309
held at: ski resorts	309
held at: winter resort	309
held in: mountain	309
events: winter festival event	309
events: large hill	309
history: dates back to 18th century	310
origin: historic	310
history: ancient	310
history: modern era	310
culture: history	310
history: ancient greece	310
history: sporting	310
history: originated from ancient greece	310
history: inspired by ancient greece	310
history: ancient origin	310
history: invented by	310
history: created in 1912	310
origin: ancient tradition	310
origin: ancient	310
history: world war i	311
history: world war ii	311
history: military	311
history: cold war	311
impact: influence	312
impact: significant	312
impact: big	312
impact: motivation	312
impact: inspiration	312
impact: life-changing	312
impact: unforgettable	312
impact: lasting	312
impact: boost in popularity	312
impact: lasting memory	312
outcome: impactful	312
influenced by: climate change	313
importance: oxygen production	313
concerns: climate change	313
weather dependence: independent	313
weather dependence: dependent	313
importance: climate regulation	313
importance: regulates climate	313
characteristics: supporting ecosystem	314
related concepts: aquatic conservation	314
importance: ecological	314
related concepts: biodiversity	314
importance: ecosystem	314
cultural significance: environmental impact	314
concerns: conservation	314
characteristics: supporting life	314
characteristics: ecological balance	314
importance: ecosystem support	314
importance: athletic performance	315
importance: olympic event	315
context: athletics	315
importance: part of olympic games	315
importance: gymnastics competition	315
importance: world championships	315
relevance: olympic games	315
olympic presence: olympic games	315
importance: olympic sport	315
importance: event in multi-sport games	315
music: orchestral	316
routine type: harmonized	316
music: popular	316
performance: score	316
requirements: rhythmic music	316
performance: harmonized	316
music: classical	316
in context: music	316
field: music	316
style: jazz	316
played on: track	316
type: rhythmic	316
common usage: fashion	317
in context: fashion	317
example of: clothing	317
common in: fashion	317
in context of: fashion	317
uses: fashion	317
usage: in mathematics	318
found in: mathematics	318
occurrences: mathematics	318
function: for commuting	318
mathematics: two numbers	318
mathematics: additive inverse	318
in context of: mathematics	318
installation: on roof	319
connection: to a tower	319
installation: installing in attic	319
