facet_property	cluster_label
operating conditions: seas	714
operating conditions: river	714
usage: domestic	715
usage: domestic commerce	715
usage: regional commerce	715
usage: local trade	715
use: domestic commerce	715
usage: oceanic trade	715
usage: international commerce	715
usage: global commerce	715
usage: regional trade	715
usage: domestic shipping	715
usage: domestic trade	715
usage: refined products	715
usage: mixed traffic	715
usage: commerce	715
usage: in domestic trade	715
usage: global trade	715
meaning: domestic trade	715
types: domestic trade	715
used for: domestic commerce	716
used in: domestic trade	716
required for: domestic trade	716
use: for domestic trade	716
used for: domestic trade	716
purpose: domestic trade	716
vehicle attributes: speed	717
vehicle characteristic: high-speed	717
vehicle characteristics: speed	717
driver characteristics: speed	717
vehicle characteristic: speed	717
speed: average	718
speed: airway	718
speed: water	718
speed: average speed	718
speed: relatively	718
speed: air	718
speed: airborne	718
speed: city	718
speed: waterway	718
speed: sonic	718
design: speed	719
performance: powerful	719
execution: performance	719
performance: torque	719
performance: efficiency	719
performance: speed	719
performance: acceleration	719
operational aspect: speed	719
operation: speed	719
performance: power output	719
performance: long duration	719
use: competition	720
use: determination	720
use: competitive sport	720
uses: competition	720
function: reducing manual labor	721
purpose: reduce labor	721
purpose: reduced maintenance	721
purpose: reducing labor	721
purpose: reducing labor costs	721
purpose: reduced labor	721
importance: reducing costs	722
benefits: saving money	722
risk: requiring insurance	722
benefits: reducing costs	722
benefits: reduced costs	722
benefits: saving time	722
benefits: reducing risk	722
definition: reducing costs	722
importance: reducing shipping costs	722
advantages: reduced costs	722
purpose: calculating costs	723
purpose: reducing costs	723
purpose: collecting debt	723
goal: reducing costs	723
purpose: reduce costs	723
purpose: reducing infrastructure costs	723
goal: reduced costs	723
goal: reduce costs	723
purpose: reduced emissions	723
purpose: reduced infrastructure	723
transfer: reduces costs	723
used for: reducing costs	723
purpose: water conservation	723
purpose: weight reduction	723
actors' roles: judges	724
actors' roles: legislators	724
actors' roles: executives	724
actors' roles: citizens	724
instruments: guidelines	725
mechanisms: guidelines	725
tools: contracts	725
outcomes: guideline	725
output: guidelines	725
tools: guidelines	725
methods: guidelines	725
tools: standards	725
tools: report	725
tools: instructions	725
roles: police officers	726
roles: law enforcement	726
roles: police	726
functions: law enforcement	726
function: law enforcement	726
roles: enforcement	726
crew composition: police officers	726
responsibilities: law enforcement	726
enforcement: bailiff	727
enforcement: traffic police	727
enforcement: police	727
enforcement: police officers	727
enforcement: law enforcement	727
enforcement: military	727
human involvement: police	727
used for: agricultural use	728
used for: medicine	728
used for: agriculture	728
associated with: agriculture	728
uses: in agriculture	728
used for: farming	728
used for: agricultural purposes	728
used for: food production	728
uses: agricultural	728
used by: animals	728
main use: farming	728
used for: agricultural work	728
use for: agriculture	728
main purpose: agriculture	728
uses: agriculture	728
operations: itinerary	729
operations: departing	729
operations: departure	729
operations: departures	729
operations: flight departure	729
operations: passengers	729
facilities: departure board	729
operations: arrivals	729
facilities: departure	729
airport: departure	729
action: arrive	730
action: departure	730
process: departing	730
activity: departing	730
action: departing	730
action: leaving	730
action: come	730
action: depart	730
action: leave	730
stage: departure	731
event: meeting	731
event: boarding	731
type: arrival	731
step: departure	731
event: ending journey	731
event: appointment	731
event: landing	731
event: departure	731
event: reaching destination	731
event: arrival	731
purpose: leaving	732
content: departure	732
purpose: returning home	732
event: getting there	732
purpose: drop off	732
purpose: arrival	732
purpose: departure	732
purpose: relocation	732
speed: very fast	733
speed: can be fast or slow	733
speed: low to moderate	733
speed: relatively fast	733
efficiency: low speed	733
speed: low to medium	733
speed: relatively slow	733
function: enhances maneuverability	734
features: maneuverability	734
characteristics: highly maneuverable	734
speed: highly maneuverable	734
type of vessel: maneuverable	734
characteristics: maneuverable	734
speed: highly mobile	734
design: maneuverable	734
characteristics: capable of long voyages	734
source: gps	735
methods of measurement: gps	735
type: gps	735
method: gps	735
measurement method: gps	735
methods: gps usage	735
used for: gps	735
signal type: gps	735
methods: using gps	735
determination method: gps	735
method: using gps	735
methods: gps	735
seat capacity: 4 seat	736
seat capacity: 5 seat	736
seat capacity: 7 seat	736
seat capacity: single	736
seating capacity: 4 seat	736
seat capacity: 6 seat	736
seating capacity: 9 seats	737
seating capacity: 8 seats	737
seating capacity: 7 seat	737
seating capacity: seven passengers	737
seating capacity: 5 seat	737
seating capacity: seven seats	737
seating capacity: five passengers	737
seating capacity: 5 seats	737
seating capacity: eight seats	737
seating capacity: five-seat	737
seating capacity: seven-seat	737
seating capacity: five seats	737
seating capacity: 2 doors	737
seating capacity: 4 doors	737
seating capacity: seven or eight seats	737
seating capacity: 7 seats	737
size: cozy	738
size: extra spacious	738
size: capacious	738
size: spacious	738
size: luxurious	738
size: voluminous	738
size: roomy	738
luxury: spacious	738
component: windows	739
components: windows	739
features: windows	739
structure: windows	739
design: windows	739
standards: uic	739
component: seats	740
access: doors	740
equipment: door	740
component: door	740
component: doors	740
type: door	740
characteristics: doors	741
features: sensors	741
features: lights	741
characteristics: windows	741
features: vents	741
components: doors	741
physical appearance: lights	741
features: locking doors	741
features: gates	741
features: beds	741
features: shoulders	741
features: floor	741
features: walls	741
features: maps	741
typical features: doors	741
features: locks	741
features: door	741
features: cages	741
features: doors	741
design: lights	742
design: sliding doors	742
design: glass walls	742
design: railing	742
design: drawers	742
design: wheels	742
architecture: airport theme	742
design: icons	742
design: door	742
design: aisles	742
design: large door	742
design: doors	742
design: stairs	742
design: shelves	742
design: drawer	742
common locations: rural roads	743
typical locations: intersections	743
typical places: highways	743
commonly found at: highway	743
commonly found in: highways	743
common locations: highways	743
typical locations: highways	743
location: roads	744
typical places: roads	744
locations: city street	744
locations: highway	744
locations: roads	744
landmarks: nearby roads	744
locations: road	744
locations: streets	744
locations: school zone	744
locations: highways	744
work environment: highway	745
operational environment: highway	745
environment: sidewalk	745
environment: city street	745
environment: road	745
environment: highway	745
settings: day/night mode	746
settings: railway	746
settings: highways	746
settings: marketplace	746
settings: roads	746
settings: shipyard	746
settings: city	746
settings: station platform	746
settings: airspace	746
settings: station	746
settings: intersections	746
settings: zoom level	746
time: appointment	747
time: due date	747
time: specific date	747
time: now	747
time: on time	747
time: delayed	747
time: scheduled	747
time: on schedule	747
schedule: changeable	748
design: flexible	748
schedule: flexible	748
schedule: adjustable	748
scheduling: flexible	748
schedule: dynamic	748
schedule type: dynamic	748
type: yearly	749
type: monthly	749
search criteria: date range	749
structure: weekly	749
timeframe: afternoon	749
structure: monthly	749
type: daily	749
timeframe: weekly	749
type: weekly	749
timeframe: daily	749
arrival time: weekly	749
schedule: fixed schedule	750
schedule: published schedule	750
schedule: variable	750
characteristics: fixed schedule	750
schedule: variable schedule	750
schedule: fixed timing	750
definition: regularly scheduled	750
operational: fixed schedule	750
schedule: regular	750
schedule: regularly timed	750
schedule: fixed	750
scheduling: timed	751
scheduling: dynamic schedule	751
scheduling: variable	751
frequency: scheduling	751
schedule type: static	751
scheduling: fixed	751
scheduling: fixed schedule	751
scheduling: irregular	751
scheduling: fixed route	751
scheduling: regular	751
related to: width	752
related to: height	752
related concepts: height	752
related concepts: width	752
dimension: rectangle	753
measures: width	753
dimension: height	753
dimensions: height	753
physical dimension: width	753
dimension: long	753
size: width	753
dimensions: width	753
dimension: width	753
features: width	753
requirements: width	753
dimension: size	753
unit of measurement: imperial system	754
unit of measurement: british	754
unit of measurement: imperial	754
type: imperial	754
unit of measurement: metric	754
unit of measurement: metric system	754
scale: imperial	754
unit: imperial	754
notation: imperial	754
standard: si	755
unit: si	755
category: si unit	755
standard: si unit	755
contents: passengers	756
contents: products	756
contents: vehicles	756
features: equipment	756
content: equipment	756
resources: equipment	756
contents: supplies	756
contents: equipment	756
requirements: equipment	756
contents: chemicals	756
contents: medicines	756
responsibility: carry passengers	757
function: carriage for passengers	757
function: carry passengers	757
functionality: seat passengers	757
function: accommodate passengers	757
function: transferring passengers	757
purpose: carry passengers	757
function: carry people	757
function: area for passengers	757
purpose: carrying passengers	757
function: transport passengers	757
functions: transport passengers	757
function: takes passengers	757
function: carries passengers	757
purpose: to carry passengers	757
function: accommodating passengers	757
function: carrying passengers	757
functionality: carries passengers	757
function: pulls passengers	757
function: flying passengers	757
functions: carrying passengers	757
function: carrying people	757
anchoring: boat	758
anchoring: vessel	758
equipment: anchor	758
marine operation: anchoring	758
anchoring: ship	758
purpose: vessel anchoring	758
features: mooring system	759
features: mooring lines	759
features: harbor	759
process: mooring	759
features: mooring line	759
features: whale catcher	759
features: specialized holds	759
features: mooring spot	759
features: throttle	759
features: tie-downs	759
features: bends	759
functionality: mooring	759
types: mooring	759
features: boarding bridge	759
uses: mooring	759
requirements: mooring	759
features: secure attachment	759
features: depth soundings	759
features: mooring	759
process: unmooring	759
features: moorings	759
features: four wheels	760
features: working wheels	760
features: large engines	760
features: dual engines	760
features: wide doors	760
features: working suspension	760
features: high suspension	760
features: four doors	760
features: large tires	760
characteristics: large wheels	760
size: large wheels	760
features: larger wheels	760
vehicle features: four wheels	760
features: big wheels	760
design: large wheels	760
wheels: big	760
features: wheels for movement	760
features: large wheels	760
features: long wheelbase	760
features: wheeled	760
design: four wheels	760
features: lifted suspension	760
features: dual tires	760
wheels: many	761
wheels: six	761
wheels: multiple	761
wheels: three	761
wheel: three	761
wheels: four	761
wheels: none	761
wheels: metal	761
wheel: two	761
wheels: two	761
wheel: four	761
features: multiple wheels	762
features: higher axle loads	762
features: several axles	762
features: multiple winches	762
features: multiple axles	762
characteristics: multiple axles	762
characteristics: has multiple axles	762
number of wheels: single	763
number of cars: multiple	763
number of cars: single	763
wheels: more than four	763
number of doors: 4	763
number of doors: 5	763
number of wheels: six	763
number of wheels: eight	763
number of wheels: none	763
vehicle characteristics: number of wheels	763
number of wheels: 8	763
number of wheels: many	763
number of wheels: 6	763
number of wheels: two	763
number of wheels: three	763
number of wheels: 2	763
number of wheels: more	763
number of wheels: multiple	763
number of wheels: 4	763
number of wheels: four	763
number of wheels: few	763
wheel configuration: eight wheels	764
wheel arrangement: 6x4	764
wheel configuration: six wheels	764
wheel arrangement: 8x8	764
wheel arrangement: multi	764
wheel arrangement: single	764
function: crossing water	765
purpose: cross water	765
purpose: cross a body of water	765
purpose: crossing waterways	765
purpose: crossing a body of water	765
purpose: crossing water	765
purpose: cross a river	766
use: crossing rivers	766
purpose: overcoming water obstacle	766
function: crossing a river	766
function: allowing river crossing	766
function: cross over water	766
function: crossing rivers	766
function: crosses water	766
design: arched	767
structure: arch-shaped	767
structure: arched	767
design: beam-shaped	767
design: arch-shaped	767
design: wing-shaped	767
type: vor	768
examples: vor	768
example of: vor	768
types: vor	768
technology: vor	768
types: openvz	769
types: rkt	769
types: lxc	769
technology: rkt	769
types: docker	769
types: lxd	769
types: dme	770
example of: dme	770
type: dme	770
types: ahts	771
type: ox	771
type: ac	771
type: asr	771
manufacturer: atr	771
type: pound	771
type: ahts	771
example of: dash 8	771
type: ils	771
signal type: uhf	772
signal: radio signal	772
signal type: radio signal	772
mode of transmission: direct	772
signal type: radio waves	772
signal type: electromagnetic	772
signal type: radio frequency	772
medium: radio wave	772
signal type: gps signal	772
signal: radio waves	772
signal type: navigation signal	772
mode of operation: radio	772
signal type: microwaves	772
type: radio frequency	773
technology: radio frequency	773
types: modulated	773
method: radio frequency	773
visibility: radio signal	773
types: optical	773
types: radio signalling	773
types: electrochemical	773
types: radio frequency	773
technology: ils	774
signal type: ndb	774
signal type: ils	774
signal type: vor	774
signal duration: long	775
signal frequency: low	775
signal duration: short	775
signal characteristics: directional	776
signal characteristics: omnidirectional	776
characteristics: omnidirectional	776
signal: morse code	777
communication: morse code	777
signal types: morse code	777
signal types: binary code	777
example: radio transmission	778
examples: radio	778
example of: light beam	778
example of: tv broadcasting	778
example of: radio wave	778
applications: radio broadcasting	778
example of: radio	778
examples: telephone signal	778
examples: internet signal	778
example: internet signal	778
examples: radio signal	778
example of: telephone signal	778
example: smoke signal	778
history: dating back centuries	779
history: dating back to ancient times	779
history: established in ancient times	779
history: long history dating back to ancient times	779
historical context: dates back to ancient times	779
historical significance: dates back to ancient times	779
history: dates back to ancient times	779
historical significance: ancient	780
historical significance: ancient times	780
historical significance: importance in ancient civilizations	780
historical context: ancient civilizations	780
historical significance: ancient civilizations	780
historical significance: ancient technology	780
historical significance: ancient transportation	780
historical period: ancient	781
history: ancient	781
design: ancient	781
history: ancient greece	781
history: american	781
history: ancient times	781
history: ancient civilizations	781
people: merchant mariners	782
people: mariners	782
employees: mariners	782
people: sailors	782
people: shipowners	782
used by: mariners	782
personnel: merchant mariners	782
used by: sailors	783
residents: sailors	783
workers: sailors	783
practitioners: tour guides	783
inhabitants: sailors	783
practitioners: sailors	783
practitioners: pilots	783
characteristic: visible	784
physical appearance: visible	784
physical characteristics: visible	784
characteristics: visible	784
physical characteristic: visible	784
physical attributes: visibility	784
physical properties: visible	784
observable: perceptible	785
retrievability: retrievable	785
observable: visible	785
measurable: quantifiable	785
observable: detectable	785
methods: auditory	786
type: auditory	786
types: auditory	786
types: sensory	786
types: linguistic	786
type: tactile	786
physical characteristic: audible	787
physical properties: audible	787
characteristics: audible	787
physical characteristics: audible	787
function: rescue operations	788
purpose: search and rescue	788
purpose: rescue operations	788
purpose: rescue operation	788
function: rescue and recovery	788
function: search and rescue	788
role: aid in disaster	788
usage: search and rescue	788
function: searching for missing people	788
function: marine emergency response	788
function: water rescue	788
purpose: water rescue	788
function: military	788
used for: search and rescue	789
used for: rescue operations	789
used by: rescue teams	789
used for: search and rescue operations	789
used for: searching for survivors	789
facilities: signage	790
architecture: signage	790
structure: lights	790
structure: parking spaces	790
identification: signage	790
information: signage	790
signage: confusing	790
features: signage	790
tool: road sign	790
design: signage	790
implementation: signage	790
structure: signage	790
signage: clear	790
physical appearance: signage	790
structure: benches	790
function: aircraft takeoff	791
function: taxiing	791
function: launching aircraft	791
function: launching satellites	791
functions: launching aircraft	791
function: boat launch	791
function: lifting off	791
function: aircraft taking off	791
function: launching spacecraft	791
function: docking boats	791
function: launch aircraft	791
function: aircraft landing	791
operation: launching from hill	792
used for: launching aircraft	792
purpose: launching aircraft	792
purpose: launch and recovery of aircraft	792
purpose: launch aircraft	792
purpose: launching and landing aircraft	792
used for: launching sorties	792
used by: fire department	793
located at: firefighting site	793
used by: fire departments	793
operated by: police officers	793
found in: fire stations	793
operated by: police department	793
operated by: firefighter	793
operated by: fire department	793
operated by: professional fire department	793
operated by: firefighters	793
operated by: volunteer fire department	793
operation: by fire department	793
used by: fire station	793
function: connects rails	794
function: connect routes	794
function: connects locations	794
function: connecting	794
function: connects land	794
function: holds	794
function: pulls	794
function: diverts	794
function: cools	794
function: connects ports	794
function: pushes	794
function: links tables	794
function: steers	794
function: connect	794
function: connects	794
function: supports crew	794
function: connectivity	794
purpose: attach accessory	795
purpose: fasten	795
purpose: fastening	795
purposes: fastening	795
method: fastening	795
purpose: to fasten	795
meaning: fastening	795
features: has a control room	796
features: has navigation equipment	796
features: has a phone	796
features: has a cap	796
features: has a phone number	796
features: has a rail line	796
features: has windows	796
characteristics: adjustable gauge	796
features: has a meter	796
design: has a handle	796
features: has a braking system	796
features: has a horn	796
features: has a large deck	796
features: has a cab	796
features: has a filter	796
features: has a driver	796
features: has a flat deck	796
features: has a gauge	796
characteristics: compatible with other gauges	797
advantages: compatible with other gauges	797
features: compatible with other gauges	797
features: flexible rail gauge	797
features: different gauge	797
features: switching systems to allow gauge change	797
challenges: compatibility issues with different gauges	797
characteristics: compatible with different gauges	797
description: compatible with different gauges	797
features: compatible with	797
features: compatible with different gauges	797
features: compatible with different rail gauges	797
combustion properties: high energy density	798
properties: low sulfur content	798
physical properties: high energy density	798
advantage: high energy density	798
properties: high-energy density	798
characteristics: high energy density	798
advantages: high energy density	798
properties: high energy density	798
performance: high glide ratio	799
characteristics: good lubricity	799
properties: good lubrication properties	799
properties: good lubricating properties	799
properties: good lubrication	799
properties: good lubricity	799
properties: high lubricity	799
features: water jet propulsion	800
components: propulsion	800
design features: propulsion systems	800
component: propulsion system	800
structure: propulsion system	800
construction: propulsion system	800
design: propulsion system	800
design features: propulsion system	800
design feature: propeller	800
features: propulsion system	800
mechanism: propulsion system	800
components: propulsion system	800
features: propulsion	800
feature: mechanical arm	800
features: has propulsion system	800
used for: aircraft propulsion	801
applications: aircraft propulsion	801
used in: gas turbines	801
application: aircraft propulsion	801
uses: aircraft propulsion	801
application: propelling aircraft	801
characteristics: heavy-lift capacity	802
features: heavy-lift crane	802
size: heavy-lift	802
characteristics: heavy haul	802
characteristics: heavy-lift	802
handling: heavy-lift	802
design: heavy-lift	802
features: high-lift devices	802
characteristics: special lighting	803
characteristics: multiple cars	803
characteristics: high power	803
characteristics: heavy cargo	803
characteristics: steep	803
characteristics: flashing	803
example of: heavy load	803
characteristics: stormy	803
characteristics: heavy load	803
characteristics: wide load	803
characteristics: remote	803
characteristics: environmental impact	803
features: heavy weight	803
characteristics: temperature variation	803
characteristics: large fleet	803
characteristics: dirty exhaust	803
characteristics: regular schedule	803
characteristics: heavy anchor	803
characteristics: high-power	803
context: heavy load	803
characteristics: high-risk	803
characteristics: speed	803
advantages: lightweight	803
disease caused: disability	804
disease caused: illness	804
disease caused: infection	804
cause: disease	804
disease caused: disease	804
disease causing: illness	804
disease caused: disorder	804
disease caused: death	804
symptoms: disability	805
symptoms: disease	805
symptoms: illness	805
symptoms: infection	805
disease causing: autoimmune disorder	806
disease causing: cancer	806
disease causing: chronic disease	806
disease causing: chronic illness	806
disease caused: chronic disease	806
type: gastrointestinal	807
type: cardiac	807
location: gastrointestinal system	807
used for: car development	808
used for: designing new cars	808
used for: designing trains	808
used for: car design	808
used for: train design	808
used for: movie production	808
useful for: vehicle design	808
measurement: indirectly	809
measurement: measured	809
measurement: calculated	809
measurement: small	809
measurement: large	809
measurement: binary	809
measurement: approximate	809
measurement: estimated	809
accuracy: approximate	809
measurement: finite	809
category: measurement	809
precision: approximate	809
evaluation: subjective	809
measurement: measured with	810
precision: measured in decimal	810
measurement: accuracy	810
precision: dependent on measuring device	810
measurement: measured against	810
measurement: measured by	810
measuring: measured through indirect methods	810
measurement: measured in precision	810
precision: measured in fractions	810
measurement: precise	810
measuring: estimated using statistical models	810
measurement: tolerance	810
measurement: defined by standards	810
method of measurement: calibration	810
measurement: precision	810
application: commerce	811
types: commercial	811
applications: commercial	811
application: retail store	811
operation: commercial	811
functionality: commercial	811
application: commercial trade	811
application: commercial	811
application: entertainment	811
application: business	811
application: experimental	811
function: commercial service	811
uses: commercial	811
operation type: commercial	811
use: for commercial purposes	812
used for: commercial use	812
function: commercial use	812
used for: business use	812
use for: commercial	812
usage: commercial use	812
usage: for commercial purposes	812
used for: commercial purposes	812
used for: commercial	812
location: bedroom	813
location: pocket	813
location: car park	813
location: theater	813
location: gym	813
location: motorcycle	813
location: ceiling	813
typical location: kitchen	813
location: driveway	813
location: store	813
placement: in garage	813
location: yard	813
location: storage room	813
location: vault	813
location: nose	813
location: at garage	813
location: underground	813
location: cabinet	813
location: house	813
location: parking lot	813
placement: garage	813
environment: garage	813
physical location: garage	813
location: cupboard	813
location: workshop	813
location: garage	813
location: backyard	813
workplace: garage	813
functions: public safety	814
functions: respiration	814
goals: public health	814
functions: environmental protection	814
related to: public health	814
functions: public healthcare	814
functions: healthcare	814
responsibilities: public health	814
functions: public health	814
functions: market research	814
function: public health	814
functions: economic development	814
functions: marketing	814
functions: global economy	814
functions: education	814
functions: social welfare	814
location: state capital	815
place: city	815
location: capital city	815
located at: capital city	815
location: national capital	815
location: country capital	815
skills: decision making	816
skills: business	816
skill: general	816
skills: technical	816
skills required: organization	816
skillset: time management	816
required skills: organizational	816
required skills: organization	816
skills: organization	816
skills: business acumen	816
skills: organizing	816
skills: time management	816
content: skills	816
skill: delegation	816
skill set: maintenance	816
skills: negotiation	816
skill: strategic	816
skills: marketing	816
skills: planning	816
skills: contracting	816
skills: teamwork	816
skills: leadership	816
skills: maintenance	816
attributes: market expertise	816
responsibility: resolving issues	817
responsibilities: mediating transactions	817
use: resolving disputes	817
responsibilities: resolving conflicts	817
functions: helps resolve disputes	817
responsibilities: neutrality	817
responsibilities: resolving issues	817
roles: acting as a mediator	817
responsibility: resolving conflicts	817
uses: resolving disputes	817
responsibilities: resolving disputes	817
functions: dispute resolution	817
maintenance requirements: specialized maintenance equipment	818
handling requirements: specialized equipment needed	818
handling: requires proper storage	818
handling: requires trained personnel	818
handling: specialized equipment required	818
handling requirement: specialized equipment	818
handling: requires specialized equipment	818
handling: requiring specialized equipment	818
handling: requires special equipment	818
operation: requires special training	818
handling: requires careful loading	818
technical details: requires specialized infrastructure	818
storage: requires specialized handling	818
installation: requires specialized equipment	818
function: maritime logistics	819
usage: shipping lanes	819
usage: maritime trade	819
usage: intermodal transportation	819
usage: maritime industry	819
usage: maritime	819
usage: general aviation	819
usage: marine engineering	819
use: maritime transport	819
usage: land transportation	819
canal usage: maritime	819
usage: shipping vessels	819
usage: maritime navigation	819
usage: maritime operations	819
modern usage: sustainable transportation	819
usage: marine transportation	819
usage: maritime transportation	819
usage: maritime activities	819
operated by: experienced captains	820
crew: experienced captains	820
operated by: experienced captain	820
operating company: energy corporation	821
operator: shipyard	821
operator: maritime company	821
operator: fishery	821
operator: marine transportation	821
operator: robotic	821
operator: marine company	821
operator: commercial whaler	821
vessel: trucking company	821
operator: shipping company	821
registry: maritime	821
operator: aviation company	821
operator: oil company	821
operator: energy corporation	821
operator: marine engineer	821
location: maritime agency	821
owner/operator: oil company	821
operator: shipping line	821
operator: railway company	821
provider: maritime line	821
operated by: maritime industries	822
managed by: shipping company	822
operated by: maritime firm	822
operated by: marine operator	822
operated by: maritime industry	822
operated by: marine company	822
operated by: shipowners	822
operated by: cruise line	822
operated by: merchant navy	822
operated by: maritime company	822
operated by: maritime operator	822
operated by: ship owner	822
maintained by: shipping company	822
operated by: fishing company	822
operation: operated by a shipping company	822
operated by: shipyard	822
operated by: shipping companies	822
owned by: shipping company	822
operated by: shipping company	822
operated by: marine operators	822
operated by: maritime companies	822
responsibility: transport people	823
responsibility: transporting people	823
functions: transport people	823
function: transporting people	823
purpose: flying passengers	823
function: transporting passengers	823
purpose: to transport people	823
purpose: transferring passengers	823
functionality: transporting people	823
purpose: transport passengers	823
use: transporting people	823
purpose: carrying people	823
purpose: transporting people	823
uses: transporting people	823
used for: transportation of people	823
purpose: transporting passengers	823
purpose: transporting celebrities	823
functions: transporting people	823
purpose: transports people	823
purpose: transport people	823
purpose: carry people	823
function: transports people	823
function: transport people	823
purpose: transporting personnel	823
purpose: transporting vips	823
target: port	824
destination: ports	824
location: specific ports	824
destination: terminal	824
location: ports	824
location: between ports	824
destination: port	824
origin: port	824
origin: ports	824
destination: international ports	824
connection: port	824
stored on: hold	825
stored at: port	825
stored on: deck	825
storage location: port	825
storage: in hold	825
loaded from: port	825
stored at: ports	825
generated at: office	825
stored on: hatch	825
operations: managed by transit authority	826
operated by: public transportation	826
operated by: public transportation agency	826
operated by: transportation firm	826
operated by: public transport company	826
type: public transportation	827
category: public transport	827
category: public transportation	827
type: public transport	827
type: private transportation	827
type: mass transportation	827
type: mass transit	827
type: bus route	827
type: transportation system	827
function: public transportation	827
operator: passenger	828
operator: tour guide	828
operator: tourist	828
operator: public transport	828
operator: public transportation	828
operator: passenger service	828
operator: railway authority	828
operator: public transportation agency	828
operator: train company	828
mode of transportation: by bus	829
mode of transport: subway	829
use: public transportation	829
transportation mode: public	829
mode of transport: buses	829
mode of transportation: mass transit	829
mode of transportation: public	829
mode of transport: shared	829
mode of transportation: buses	829
transportation: public transportation	829
transportation method: public	829
mode of transport: public transport	829
examples: local transportation	829
mode of transport: public	829
transportation modes: public transit	829
mode of transport: mass transit	829
mode of transportation: public transportation	829
transportation modes: public transportation	829
mode of transportation: public transport	829
responsibility: public transportation	830
operation: public transportation system	830
involvement: public transportation	830
features: public transportation	830
management: public transportation agencies	830
structures: public transportation	830
operations: transit	830
related to: public transportation	830
operations: transit agency	830
operations: public transportation	830
characteristics: portable	831
characteristics: balance	831
characteristics: strong	831
characteristics: sheltered	831
examples: score	831
characteristics: strong engine	831
characteristics: sealed	831
physical characteristics: pack animal	831
characteristics: power	831
characteristics: treacherous	831
characteristics: strength	831
characteristics: dangerous	831
characteristics: confident	831
characteristics: bright lights	831
characteristics: wise	831
characteristics: resourceful	831
characteristics: skilled	831
characteristics: natural	831
characteristics: still	831
characteristics: toxic	831
characteristics: growing	831
examples: explosive	831
characteristics: deep	831
characteristics: explosive	831
characteristics: popular	831
characteristics: iconic	831
examples: intelligence	831
characteristics: robust	831
characteristics: historic	831
characteristics: powerful engines	831
characteristics: busy	831
characteristics: experienced	831
characteristics: fertile	831
characteristics: secluded	831
characteristics: fast	831
advantages: powerful	831
characteristics: hidden	831
characteristics: practical	831
characteristics: tough	831
characteristics: most powerful	831
characteristics: fragile	831
examples: honesty	831
characteristics: alive	831
characteristics: powerful	831
characteristic: fast	832
characteristic: clear	832
characteristic: strong	832
characteristic: still	832
characteristic: powerful	832
characteristic: large	832
characteristic: deep	832
equipment: none	833
equipment needed: none	833
responsibilities: finding buyers	834
responsibilities: finding sellers	834
role: finds buyers	834
responsibilities: finding products	834
responsibilities: close deals	834
responsibilities: find buyers	834
responsibilities: finding new clients	834
responsibilities: finding clients	834
responsibilities: finding customers	834
responsibilities: listing properties	834
responsibilities: finding deals	834
functions: finding clients	835
tasks: finding buyers	835
function: finding buyers	835
functions: finding buyers	835
tasks: finding sellers	835
functions: product sourcing	835
functions: finding sellers	835
purpose: water storage	836
purpose: water transportation	836
purpose: water transport	836
type: water transportation	836
primary function: fishing	836
function: water transportation	836
function: waterway for transportation	836
mode of transport: land	837
mode of travel: water	837
mode of transportation: land	837
mode of transport: ocean	837
mode of transportation: ocean	837
mode of transport: water	837
transportation mode: water	837
mode of transport: sea	837
mode of transportation: sea	837
mode of transportation: water	837
mode of transmission: waterborne	838
transmission: direct contact	838
mode of transmission: contact	838
mode of transmission: direct contact	838
transmission: foodborne	838
mode of transmission: airborne	838
mode of transmission: foodborne	838
transmission: waterborne	838
movement: moving on tracks	839
movement: on tracks	839
movement: by rail	839
movement: on rails	839
movement: moving along rail	839
movement: move on wheels	839
movement: moving on rails	839
movement: moves along tracks	839
movement: moving with a train	839
movement: runs on tracks	839
movement: moves on rails	839
movement: move on rails	839
operation: run on tracks	839
movement: runs on rails	839
movement: moves on tracks	839
function: moving trains	840
function: moving both	840
function: goes to specific destination	840
function: run on track	840
function: operate on rails	840
function: moving on tracks	840
operation: moving along track	840
function: move along tracks	840
attached to: train	841
connection: freight train	841
train part: terminal part	841
operation: moving with train	841
operation: attached to main train	841
design: attached to train	841
characteristics: attached to train	841
train part: final part	841
movement: moves with a train	841
movement: attached to train	841
movement: attached to a train	841
inclusion: flight status	842
purpose: showing flight times	842
purpose: check flight status	842
usage: monitoring flight status	842
purpose: tracking a flight	842
used for: checking flight status	842
purpose: monitoring flight status	842
purpose: check arrival time	842
purpose: checking flight status	842
example: heart rate	843
example: blood pressure	843
example: temperature	843
frequency: event-based	844
updated: in real-time	844
frequency: event-driven	844
timeframe: real-time	844
update frequency: real-time	844
speed: real-time	844
frequency: real-time	844
update: real-time	844
schedule: real-time	844
operation: subject to port changes	845
update frequency: subject to change	845
transit time: unpredictable	845
schedule: subject to change	845
frequency: subject to change	845
working principle: uses high-speed exhaust gases	846
operation: accelerates airflow	846
function: produce high-speed exhaust	846
function: produces high-speed exhaust	846
operating principle: high-velocity exhaust	846
principle: generate high-speed exhaust gases	846
functionality: produces high-speed exhaust	846
characteristics: high-speed exhaust	846
functionality: produce high-speed exhaust	846
characteristics: high-temperature exhaust	846
target audience: cruisers	847
target audience: commuters	847
audience: travelers	847
target audience: passengers	847
target audience: road trippers	847
customers: business travelers	847
target audience: tourists	847
target audience: business travelers	847
